,textblob_subjectivity,L3,ON_someone,L2,PQP_score,model_DEATH,model_BODY,verb_indicatif_present,difluencies_score,score_generical_connector_matches,diameter_g0,first_personal_pronoun_plur,LSC,liwc_émopos,score_temporal_connector_matches,degree_average,score_onomatopes_matches,ON_we,average_clustering,textblob_polarity
0,2.255733162362976,2.9437190719510777,0.9583576043392565,1.1397782648751646,0.9526363780010563,-0.21433559599294813,0.6957035222994993,0.4959669390259979,0.25156190866312317,0.06022095090434887,0.34811182463548435,0.2927731845532332,0.2966416734907328,0.0,0.20292701268699564,0.0,0.02937055896486103,0.0,0.020211003501066523,0.0
1,1.7148277373435572,2.299529324787959,2.0154427878443086,0.47722568991546965,0.6301615666895961,0.21167349789833625,0.29661944117229155,0.20298003571684797,0.4439568803722865,0.0,0.4545862071039432,0.42171770460413505,0.2890863288699938,0.14386755539476598,-0.0886724929025543,0.0,0.0,0.0,-0.6067968681143121,0.41180070574983846
2,1.6174508134404078,1.856221999464099,0.7579901173182869,0.6549852698170936,0.5792175352187079,0.333751601784855,0.19331171112945972,0.0,0.7470468072645842,0.4102559295014588,0.18558461377070565,0.28377760158982757,0.38167558125040607,0.0,0.0,0.0,0.04119433098712498,0.0,0.0,0.0
3,1.8883042504125165,0.0,0.7198194756362378,1.2656426582573934,0.4825350602751227,0.6253838924351836,0.7223841414125862,0.0,0.16061406566972833,0.6506236837259078,0.5600283916356087,0.5139477472722532,0.014173650801924155,0.672328739117639,-0.0632033299417256,0.7980116456914971,0.3686079436207924,0.0,0.508046819378089,0.0
4,1.138341343074532,0.08013850659629101,1.6923440438321284,0.690346386871889,1.0283126263945104,1.3230948662838906,0.021086448676304333,0.9603047296982916,0.8416388792215899,0.43608619135322746,0.7571182724658068,0.29850166687935126,-0.3047985790330148,1.1505273163582361,0.13088081454033357,1.2576527272605142,0.0,0.7285811519119089,0.0,0.000399844418559347
5,1.7325626105018983,2.2772608672771306,1.4114664796435699,1.1041271576649034,-0.040319538937728584,0.4553665866889344,0.7066537843967422,0.4565439030171607,0.5133909822963708,0.2890803449368755,0.20753231053140017,0.37895291747813503,0.0782782985828654,0.03237942771444982,0.059089473181572184,-0.6965660543465766,-0.06123886542311557,0.0,0.0,-0.1667033477000344
6,0.8281103762221435,1.3430868829545388,1.1416599806961436,0.6619337599699527,0.5808460621350428,0.5179054198454902,0.013889247696617448,0.0,0.3764058579454896,0.938208817062473,0.790347385438681,0.014637166797932958,0.0,0.17842035789410204,0.4307185346764806,0.0,0.35162910480673304,0.31550963597235554,0.5469780992234092,0.6262629182736247
7,3.078285974822165,0.3546692858637539,0.838099570070048,3.0249396898767236,0.9809853894215813,0.6071826823051941,0.1527540027626057,0.0,0.10424994009283851,0.3984812961721935,0.0,0.08798819265601225,0.43532064626113176,1.0429627669717354,0.11991677786540107,0.0,-0.03485232179347424,-0.4488151038756553,0.8173464375395988,0.0
8,1.4592033957354855,0.1955281612271537,0.7029770679691266,1.9215902578871136,0.6169882450285561,0.8737712082770895,0.28075438894333776,0.0,0.2792970589847651,0.3748864072958802,0.26722549070526463,0.36755938737911525,0.05255663756467512,0.32270605270164954,0.0,0.0,0.48174658510618956,0.0,0.0,0.12900270803744085
9,1.8623055935960489,0.8842416583046582,0.9171099217619301,0.24498368718336602,0.489193386344898,0.6968519958167323,0.7536157975450574,0.4129205684456809,0.3797115250676694,0.7304236602520251,0.37301162261385457,0.7939137209881011,0.18181571644847988,0.0,0.1520790254696087,0.9070699098528956,0.33651790699423334,0.0,0.0,0.0
10,1.9927057342658328,2.0082506988704885,0.7161456257898967,0.6164468982536672,0.7401070230167973,0.6051250415088906,0.46964480759812965,0.0,0.5142846036374448,0.0,0.49298179819709015,0.5226925921338825,0.43740622436620097,0.24017449178917696,0.11506091043074428,0.0,0.02581117852025757,0.2896549049996476,0.0,0.266093025488979
11,3.704612175471051,1.4366459943270078,1.3463973163230283,0.0,0.2260149385796828,0.8204028577329784,0.31011896217480456,0.5127435724349474,0.4244752166702845,0.0928579319930648,0.06537868039155313,0.9257153554341034,-0.16932486619015608,-0.33888834630922066,0.05972386715557675,0.0,0.14305873470794278,-0.005785186759806283,0.0,0.06536111734467757
12,2.4369662628746314,2.5750878449542727,0.6340545874513684,0.1492340290711839,0.364554399715392,0.5075765303669155,0.2049745863343342,0.0,0.21484168923085087,0.44887403831814754,0.43890376395121006,0.38333857696082546,0.22261201462360125,0.07501108142813037,0.3704897635113492,0.0,0.031539602769883254,0.0,0.4046594908273174,0.04580866813467397
13,1.6717715697016406,3.662080225239311,0.5084346634852531,1.0193885725105964,0.4166120700988761,0.1636843979957397,0.5240324479719815,0.2641431914987993,0.20770156321560834,0.03375641271337864,0.2121661541588221,0.19182661263881043,0.2693106759155537,-0.026336019272770572,0.08197673096841838,0.0,0.029530645700910543,0.0,0.0,0.0
14,1.633646347000008,0.0,0.8763513016512147,3.033229431842376,0.4275192277382201,0.4743850250891523,0.6227596731180685,0.0,0.26085788331900595,0.2876773903410778,0.2892877675045952,0.3385711013589954,0.27985584785987133,-0.06453491033456163,0.2640200827111683,0.0,-0.23164264810368082,0.2629880058738282,0.0,0.4817555008685021
15,1.85002292424216,1.3836923481551147,1.166806130157257,0.25964544096378106,0.6580991865569416,0.6458672530272048,0.31080070237933644,0.0,0.5950398849888703,0.3400999006062547,0.2920670317727212,0.021421223959040454,0.16540861814135535,0.0,0.14568751299001786,-0.06616865450242933,0.30217782439413765,0.637338720236573,0.0,0.0
