,score_paticules_matches,third_personal_pronoun,score_generical_connector_matches,first_personal_pronoun_sing,second_personal_pronoun,verb_conditionel,model_DEATH,ON_someone,verb_indicatif_present,transitivity,PQP_score,average_clustering,model_PHYSICAL_SENSATIONS,liwc_émopos,verb_indicatif_imparfait,L2,degree_average,passive_count_norm,L1,ON_generic
0,0.03433052088217835,0.021971109782678837,0.01988927737391703,0.02243066390137624,0.027211913922705572,0.02311844095312196,0.021312422134687987,0.01619656585616829,0.017374821979843004,0.02586537150776969,0.02379936173492475,0.01704981133193214,0.025246404739100205,0.025723522249994128,0.019215847537121963,0.01790671657791036,0.024315965347545463,0.016550350155128877,0.02156995233804154,0.01675821646220686
1,0.020774991295238535,0.01668858515348551,0.01789357096724028,0.01871767753259526,0.01561350618228441,0.015255788565244689,0.012673266011295042,0.020418224598768846,0.020719687992666092,0.01821560624150378,0.017662376749793103,0.011982186833571523,0.017299678063836952,0.011898175369124185,0.015300499240393303,0.015467435606159576,0.022352384314673863,0.020960927636689594,0.014858109440301037,0.012604482020202316
2,0.022505129670869043,0.01823592785320364,0.02264892487745163,0.01885824805895947,0.017827173196430908,0.013631801075606458,0.018141625674712177,0.020923170255590023,0.017191742321803333,0.022271946439948127,0.01467911140263545,0.020349280036916967,0.019204087334891592,0.023523311050720568,0.018906816164930847,0.0166138239697899,0.017311105060260956,0.010909182103279003,0.016700058116583184,0.015724845539001758
3,0.016604073206697174,0.013637578994938166,0.01732339582615317,0.017400263344974402,0.013692510710324473,0.018867636074229293,0.013632396725656845,0.015146411084781044,0.0148197928383597,0.015098795143603374,0.016292378781151588,0.01408635834628769,0.012943667566716228,0.012122314266359261,0.013433702440502678,0.012143206807873702,0.020087809133065602,0.009845881398976698,0.011151765221736092,0.011579485966716901
4,0.025495779943631718,0.02088800064409081,0.02296513515343175,0.026904010284127297,0.02327281305343543,0.01826941834965749,0.02724107733226137,0.024961628160059708,0.02664165140253942,0.02248907551589537,0.023287227856274403,0.023936160234674507,0.015388821722445238,0.014705692056661395,0.01868986232505688,0.017603638941895164,0.02093754504298973,0.009779241658245145,0.020519645214352216,0.023145360357412405
5,0.017618324000927745,0.01475707808671653,0.015223320990664478,0.012243201201412424,0.014423966386373195,0.012837790494654501,0.012092219369719373,0.01453555049796932,0.010902909199773787,0.015564143752631578,0.009012264801444372,0.013321914741704398,0.012317906171234847,0.016256444052715945,0.013055468652800174,0.013215649963816144,0.012188411063637978,0.012480535124671158,0.012897396710624152,0.008748301410283642
6,0.01620175408610081,0.02012001648557083,0.020286830534675206,0.021056871121499888,0.02139242456829679,0.018184104666981737,0.017385126483128704,0.02271350383060991,0.016505087398282794,0.016122607534855227,0.017829551163320866,0.014468124999230109,0.01576257640726453,0.00901272445549757,0.016010706050819258,0.01688653268396143,0.018237814565824257,0.017134246922398066,0.018135329758464692,0.012910203278964567
7,0.02331223995358417,0.028705893390851583,0.024357313887550226,0.022271915864248003,0.017642265400727577,0.028749159431953424,0.024469446591643844,0.020640411876941815,0.01686688780097258,0.016573300948816035,0.02244331757226359,0.01688760904262184,0.025828396663698367,0.02665736153338513,0.024402982556816444,0.0214121995278495,0.015762826851550827,0.01781296713859124,0.021783391904042066,0.023316712017711568
8,0.019258223144854605,0.014837368408274317,0.018982877940789393,0.0181907737870976,0.013421103682827545,0.016472222862418128,0.017219372543400575,0.01768462183151133,0.011755377363285876,0.013651054537312328,0.01988951581706111,0.01425681210035043,0.016584286281060543,0.015600530966953838,0.013965896012199549,0.014262675885169931,0.010714950227726958,0.012760261325223536,0.013167423507345209,0.01671978715081214
9,0.031694497050161884,0.028912491719953196,0.031602384065461966,0.028419069822327787,0.030884671026501092,0.02943921728070764,0.028709894491574822,0.033542641907306874,0.03547253335590111,0.018846027898207534,0.034823047472864736,0.030875283602404893,0.01679042741049408,0.03154576166228653,0.025212774360729915,0.023749507452314272,0.02038914720056244,0.028075874380524866,0.02261624765392952,0.019755649608872456
10,0.02862822706539822,0.0227847945110403,0.023432771319187855,0.02302680810628578,0.020530193008339505,0.023272414134644894,0.02422430917090622,0.01531385249366307,0.016976270793350286,0.02167522361521824,0.015609910883413588,0.021010345332198373,0.02026495708674511,0.018382508015508437,0.013760496947823093,0.017417727465921257,0.01637691069928955,0.01754350002473468,0.017840283605987897,0.022872187896491897
11,0.015864377970060066,0.017401823526921663,0.010806160666389803,0.01368219705501164,0.01684016606801948,0.008289319512872182,0.01647830813431316,0.012956304551364498,0.014021043551968222,0.017979183119898056,0.012428925480035704,0.012770733074787903,0.017021764150069566,0.010481278762358489,0.013801624546141339,0.007881444638940025,0.013682626910538545,0.0139563534938453,0.013217784069610036,0.015623695964160215
12,0.03010531093659681,0.036995865488181304,0.0332401861099646,0.03142977544529294,0.02965981400088976,0.023401875681708702,0.02333894958938802,0.02382276353185305,0.023927513663119033,0.022362972307375297,0.02740056522238882,0.02675350433693993,0.026827283156698675,0.02689545779062645,0.022899188033975355,0.023694728248384995,0.025614650511445954,0.013653781270895128,0.02408325789970715,0.019868020964396497
13,0.029359549940843818,0.028087323817983924,0.026089156766982063,0.022245376376152627,0.03087051306694316,0.02521192205862152,0.018302822550428546,0.024217802770243144,0.026049476279676083,0.02664209398773756,0.022108744854653268,0.020395899293877494,0.02041196996856206,0.02513441436278774,0.0229463718242157,0.021947910972370595,0.020690666058855174,0.02031000321460109,0.020459106005689426,0.021816103230121748
14,0.04021880520373103,0.031988229942528285,0.029888207375209277,0.028676501865383338,0.026277549076688826,0.023973428294308513,0.03331287188088791,0.02632016620910841,0.026887818161785332,0.02461561086252511,0.027797377528922664,0.02984603401420619,0.024451183540593766,0.02433133865516631,0.025105449103693542,0.026571486215099808,0.023297554954362726,0.025498211029965714,0.017689101767782756,0.013597289578472928
15,0.02871294994124293,0.02120087220960021,0.03043478300655147,0.026811689990526584,0.025583916385515836,0.026028269152687772,0.03306510875032878,0.02137044356090545,0.015387164349840431,0.017544900053688882,0.02347552036923487,0.01928731402300913,0.02456201528876149,0.022051561101679173,0.02377183041703927,0.02369829359570245,0.027704178961123455,0.01256233955406256,0.017984016546039133,0.021282200446074085
16,0.019195492512033435,0.016095322623833667,0.015281267046051572,0.015589350144397909,0.01766824123526499,0.017726100187693286,0.012240477413983248,0.01174010378750344,0.017127537490146703,0.01459399320623422,0.008971693685949909,0.010245755513554472,0.013314414927590376,0.01434836522492553,0.009968406310294291,0.013394291575938256,0.013162733213402701,0.014758977565201106,0.010709718315748436,0.010987360980316175
17,0.02427190082561769,0.01807833379718916,0.02235373865273047,0.02304151574045747,0.015588757840511693,0.020845290775341502,0.02299745556648328,0.019654823867881133,0.025528666958791954,0.01885147813288907,0.023502218710868546,0.015033395324678664,0.01541339172115575,0.012981794928843549,0.015536383357615601,0.009999226457674454,0.015840352036883294,0.0135619359562618,0.01613836679072079,0.013584647854462584
18,0.022290275812043445,0.028879484588600245,0.02210273126489655,0.0221543834699207,0.020773960183332243,0.01609037568402499,0.02267402849477539,0.016485889422702706,0.013819567930110428,0.0178260453350361,0.023775230377443685,0.014394406458551137,0.02040340650230507,0.013806600746052463,0.015069109558018566,0.012107133397757224,0.020058161795819728,0.010783816815030935,0.013830290565856232,0.019993536475380054
19,0.016670929013939653,0.023973192895964605,0.016048491301705638,0.018695371206020363,0.02494992534106477,0.021822311920078327,0.02170408255190827,0.020017503819345108,0.020890476951379574,0.017040665414900513,0.019334679607579855,0.01796117419471672,0.031102429352388796,0.01839398932391682,0.021391654456822094,0.013876293774305755,0.01138974952385138,0.013678234738442409,0.015282649431409187,0.014670178957468348
20,0.02847813783152091,0.01718697591800766,0.016556473679976313,0.024095466732440795,0.022985782696921836,0.023728526065765376,0.02525903073968264,0.018526664132881326,0.015892891016144554,0.014788817978821516,0.022670319998148614,0.016796631745227462,0.022051886023710825,0.015799448668306085,0.021449094831215935,0.020389942177054553,0.016784097325200243,0.023791968671187172,0.017989411384481107,0.017997165121631076
21,0.029207063328764344,0.02108569790055328,0.030255093590548267,0.03255552061142548,0.03292056878062412,0.0305800077858989,0.024532457096621295,0.030687298087628035,0.03172077314015149,0.028677711329038857,0.03129542899043413,0.024182220456145542,0.028813071040032907,0.021017375007134388,0.022860925029331017,0.022479852714192235,0.01834337144625052,0.020730409263318133,0.019344484808320045,0.016484947025279126
22,0.01957874935364616,0.020782178666259022,0.023510119937436517,0.028444537277496726,0.029049256278696627,0.02068460520290714,0.02030836963566109,0.024673937091372628,0.028026197580890456,0.021095768772770897,0.02073352533068417,0.020750977664138682,0.026458756248548612,0.01840250475221978,0.018224725105712727,0.025396750388188775,0.02844700438025664,0.030088285710587494,0.0211415480919396,0.01817651284419852
23,0.03338442108185089,0.025653589939798598,0.023661636118599436,0.02428548865641422,0.023870297544328803,0.02456135836594263,0.023592215449407778,0.02313211661931236,0.03302774445323228,0.03146404957363516,0.022381307627576497,0.028196231601897385,0.01928226436552271,0.02519278691965124,0.024464348328654757,0.026430011818371395,0.01702141008424297,0.015255614797151295,0.020729651658417104,0.026508607558828542
