,ON_someone,model_DEATH,third_personal_pronoun,first_personal_pronoun_plur,score_parenthetique_matches,score_paticules_matches,verb_conditionel,model_BODY,model_PHYSICAL_SENSATIONS,feel_positive,L3,direct_discourse_score,ON_we,transitivity,textblob_polarity,difluencies_score,average_shrotest_path_g0,PQP_score,L2,degree_average
0,0.174376973397645,0.15935456105874815,0.13339508551047688,0.11635714115802082,0.08991674658230438,0.09544027336568014,0.0,0.0,0.0,0.06978818156348855,0.0,0.0,0.0,0.0,0.07322839734102646,0.0,0.0,0.0,0.004545294862289517,0.0
1,0.23778139076708743,0.09428125036549308,0.0177071943589865,0.0981759115256139,0.027773783976213037,0.09917488166185201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007222032307448496,0.009573000559467039,0.0,0.03956547943434894,0.0,0.0
2,0.17042678439745168,0.03611854113222695,0.015161709592486557,0.033030262436342696,0.05759617378655171,0.0,0.0,0.0,0.0,0.03868761866225399,0.004036836574386147,0.03375631162667968,0.0,0.0031687833417116825,0.0,0.0,0.0,0.0,0.0,0.0
3,0.19629366427599348,0.15906140027917975,0.05862018188858651,0.06749839089952771,0.0,0.010271789774478367,0.027037320599762195,0.0,0.0,0.0,0.0,0.0,0.06892042372244792,0.0,0.0,0.0,0.0,0.0,0.01436606041284848,0.0
4,0.2231978234124288,0.13652234492018836,0.10194911746286696,0.05590047774409458,0.011571558241648124,0.02452594410483969,0.14152653520308442,0.012825623302644506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04187860371257821,0.0
5,0.16583302988268744,0.16022151136019522,0.0,0.0932647001308011,0.1061915505065585,0.12496359967785155,0.0,0.00820848452940413,0.0,0.006826129324827146,0.0,0.0031473942053202486,0.0,0.0627665380404325,0.03819668274214283,0.0,0.0,0.0,0.0,0.0
6,0.17229693892607573,0.14803286970775342,0.062354818838808335,0.04625918502402575,0.022682599507315555,0.0051384118417356905,0.0,0.0,0.0,0.011976237308791654,0.0,0.0,0.0,0.07644720867593537,0.0,0.0,0.0,0.0,0.0,0.0
7,0.23723182550540756,0.05924364671805885,0.08709052571586998,0.1008518232151401,0.0,0.04322903311630039,0.0245658997971348,0.0,0.0,0.034097473240997614,0.02472063488323556,0.05531593260404811,0.0,0.0,0.048837612861540945,0.0,0.0,0.0,0.0,0.0
8,0.07546047717597636,0.23701348519913126,0.06894938041483496,0.13421558197665967,0.12303694081456824,0.0461060898727257,0.0,0.0,0.0,0.0,0.03377453752294017,0.0,0.0,0.08629548708026129,0.0,0.0,0.0,0.0,0.0,0.0
9,0.06865881670508019,0.2627540505116221,0.0,0.17316583876729716,0.05672217941352771,0.06251793855618698,0.02396474820505869,0.08115094492197539,0.028816581798150033,0.02088015965476667,0.019227275289150518,0.0,0.0,0.0,0.0,0.005024119568020163,0.0,0.0,0.0,0.0
10,0.1745155263695896,0.12652585375518346,0.1502868654169162,0.0769188447427521,0.12941547849551568,0.14760854434941095,0.0,0.015683770425246175,0.0,0.0,0.00557297732149495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.19257556640522805,0.09644602976914385,0.23310087295623386,0.0975235004167763,0.03148340116831491,0.06496320116229486,0.0,0.009334390437378716,0.0,0.0,0.01143353581073775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.26125105376987917,0.15633422915491577,0.15788077035667725,0.09596753248188976,0.08935464812596004,0.060705906566249405,0.0,0.0,0.0,0.019381378314731863,0.02576016867250354,0.0,0.0,0.03641661479555448,0.022565828207218582,0.0,0.0,0.0,0.0,0.0
13,0.3469369713123779,0.23385533429605374,0.07225184147853442,0.0,0.024660673134435374,0.0,0.047484968652130824,0.0,0.0,0.0,0.0,0.014378044474916285,0.09064197830585011,0.0,0.0,0.0,0.0,0.03180927469589115,0.0,0.0
14,0.3233301966424265,0.04724671949931571,0.09311043307199535,0.06472564192056275,0.060126343075631146,0.07841547362443636,0.0,0.0,0.12501568073038707,0.0,0.027854663151280483,0.0,0.0,0.0541769534947462,0.0,0.0,0.0631640071238329,0.0,0.0,0.0
15,0.13294839214263204,0.08950689921661782,0.018519692550069203,0.0418497495983698,0.020370709977507714,0.05485187255894055,0.015272047344977856,0.04879260057473806,0.0,0.023531413989079264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023369149059820175,0.0
16,0.13614623576295648,0.10172822359996532,0.20947540421174876,0.06211395648761622,0.07255926667911237,0.05731663055420491,0.0,0.10929459585192694,0.051240211660204295,0.006900020552138193,0.012151256665041877,0.0,0.009733873485532169,0.0,0.06229064370766991,0.0,0.0,0.0,0.0,0.0
17,0.19283700175683138,0.17278604859975136,0.04541563438282951,0.14132540674523023,0.13029299304294847,0.09286940216325924,0.020193080402837,0.0,0.008671297117879511,0.015775048396663046,0.012341911569372465,0.007017567966899499,0.001996082190591468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.19355392897456808,0.10282726726619115,0.03282378668793152,0.12781927375952704,0.09993565763797653,0.10224617221345415,0.0,0.0,0.057267706040878746,0.08968568030405932,0.0,0.027953941135318593,0.0,0.0,0.0,0.0,0.0,0.0340762426927714,0.0,0.0
19,0.17953377963168915,0.12351890732029305,0.06689638257364075,0.08409608779416351,0.08978304890316705,0.02531343147469267,0.0,0.0,0.0,0.01959222792089308,0.0,0.0,0.0,0.0,0.0,0.0,0.03694452168734766,0.0,0.0,0.0
20,0.06818636334929623,0.21922403825816802,0.09910674175108293,0.16853567452064905,0.13774984617788752,0.010655722774692402,0.19775588723476867,0.03499897743601007,0.030169621974147146,0.0,0.004582311208982943,0.0,0.0,0.0,0.0,0.10818882319339702,0.0,0.0,0.0,0.0
21,0.18581438564574196,0.1161988436041529,0.13049332532431193,0.04227210186898912,0.07404917005313218,0.08936212478168785,0.0,0.07979400605901484,0.0023592036538324567,0.10074312250040472,0.012484707380063657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.16708666580774525,0.1636428405131863,0.17439694646760645,0.095473483670501,0.12594252652951685,0.10825697268059536,0.0,0.004275384674890758,0.0,0.0,0.0,0.006136298522120884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.17550132603232538,0.2125688064670963,0.09571093790886707,0.08888988180927007,0.0362472625382695,0.0,0.0,0.0,0.0,0.008820907228600471,0.038211873687842006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.2874213346044255,0.29189123336516387,0.1523163494146755,0.07696978464912313,0.04285454388405443,0.23368611661790425,0.0,0.08815426432676077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.12011578930748835,0.11604556101999366,0.07828024406896979,0.16131924876702233,0.028900583460036367,0.10210968246119691,0.00011120722784911049,0.0,0.0,0.04685882758127952,0.0,0.013647750268418277,0.018097398407713013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.20186294499453242,0.058844321102567196,0.19773332053566495,0.0519941444827152,0.009284637199726295,0.10960111263015614,0.07759907917278432,0.0,0.005239641685969579,0.036480582735311747,0.015344452133587112,0.0,0.0,0.0,0.017471283018392476,0.0,0.029399669297923245,0.0,0.0,0.0
27,0.17398633792209703,0.1057931281262984,0.1497286832419347,0.1411880365663786,0.06786453599977973,0.05853211968781092,0.0,0.0,0.0,0.0,0.011201810964192854,0.0,0.0038693548685990306,0.009231651426627553,0.03928604787690268,0.0,0.024063417617539145,0.0,0.0,0.09029110862088886
28,0.17976905908753069,0.15960130963732755,0.1793257623526413,0.0,0.08361542791368329,0.007574125773340723,0.028948929069517428,0.06904237890283656,0.0524153372052122,0.0,0.0,0.0,0.041196799409259674,0.0,0.028592992978310684,0.0,0.0,0.0,0.0,0.0
29,0.1813182158281657,0.12271840905917833,0.2120119637532022,0.10217480626898162,0.14417772308248866,0.05561675556892328,0.0,0.0036644003836164467,0.0,0.0,0.025300230014392168,0.0,0.0,0.07664915708009966,0.0,0.011660600348168569,0.0,0.0,0.01491616899844783,0.08681194306199592
30,0.23658392431447367,0.13722057353506553,0.1466811896307608,0.09107351665278761,0.022397032732488296,0.0,0.0,0.03138494964272366,0.0,0.023252554713311686,0.030712894618998243,0.033703696210668516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.28097393376126617,0.1431023166145253,0.049122811446743256,0.1405061100967288,0.004619551422363973,0.05527040460792985,0.0,0.017163880815649925,0.0,0.027854071317847753,0.035297224040211336,0.041773808050765665,0.018053116669112326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.19464273094897752,0.1734579111319392,0.05522309123410962,0.0591700514020656,0.13045153818333663,0.053591860471771335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009276296878957976,0.0,0.0,0.0,0.0,0.0
33,0.17976392685935122,0.21257962201162972,0.2045748945370535,0.10924516142081767,0.041373305885731744,0.041023816111815485,0.0,0.0,0.04244966359095825,0.0,0.013293079565874858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.1961861624535587,0.09442892530432771,0.15320989554829204,0.0,0.24413711385855283,0.06750804376864335,0.016319636985479172,0.0,0.01717695716524508,0.014015431536133,0.0,0.023475942222245492,0.0,0.0,0.005603032449174519,0.08823722757737515,0.040299244165000817,0.0,0.0003018063026624449,0.0
35,0.12247937101631567,0.17462472364382128,0.06902475584496869,0.1687041713521905,0.10337313808618946,0.012982825441302104,0.0,0.0,0.004950174313769541,0.038004615829573006,0.0,0.0,0.0,0.007015212111612142,0.0,0.0,0.0,0.0,0.0,0.0
36,0.2335035352884623,0.06898506203406839,0.3767681196471138,0.01136791284160409,0.05470305685840212,0.03422427313712805,0.0,0.10751274809078597,0.03765329280692666,0.0,0.009276615834624762,0.0,0.0,0.04828125444710095,0.0,0.0,0.0,0.0,0.0,0.0
37,0.10566381868185286,0.19145165870254394,0.08457021664457777,0.036895185184317704,0.040463223130237834,0.21554732107349453,0.0395891273274821,0.052819445915460964,0.0,0.019337643727517836,0.007317884256998706,0.0,0.0,0.0,0.0,0.0,0.023478001946093507,0.0,0.0,0.03865135958912206
38,0.20207057419817734,0.1521592329375996,0.15638719252691236,0.0,0.18185755265885392,0.08049715596424777,0.0003390080920481047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.16445883910245682,0.09612752657217932,0.14604871994263233,0.00711488304043986,0.0670309122847124,0.14243559833330158,0.16963642062929224,0.0,0.0811061361382561,0.03451118863251957,0.0,0.0,0.0,0.0,0.0,0.0,0.03574498375237978,0.0,0.005424496962944169,0.0
40,0.20418139491946655,0.15290149216436472,0.08234381085469296,0.07418725198573903,0.10669914157137236,0.036149764109243025,0.016207755534314607,0.0,0.0,0.029478575701449926,0.0,0.05133869751150435,0.0,0.0,0.02728218203236582,0.01073586796580828,0.0,0.07563134784220031,0.0,0.0
41,0.1870229539868001,0.06746011867933759,0.177580973452991,0.0,0.19926805005283363,0.16354159728776269,0.0,0.0,0.0,0.0,0.03254130355779923,0.07810551403674267,0.06579513123024529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.3085853184594284,0.14045638513527997,0.0,0.1249276914343649,0.028431421769764462,0.029701196511107034,0.0,0.05589354016102927,0.028022178913727634,0.0,0.0,0.011844782168480726,0.0,0.06747695919153736,0.0,0.0,0.0,0.0,0.0,0.0
43,0.21998425334760816,0.006804845425834413,0.10038984813682324,0.022788742887279247,0.0,0.026140684373206366,0.013022107683621617,0.0,0.0,0.031640855102391424,0.013309207153113014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.23260772333555949,0.18120528678091066,0.15179279046061103,0.08326350658125964,0.06898877056788517,0.0,0.01974859121838766,0.0,0.0,0.0366539453201536,0.023340404065007314,0.0,0.0,0.0,0.00011350810678713545,0.0,0.0,0.0,0.0,0.0
45,0.14660768190020804,0.15095793435391733,0.07954637823067863,0.12211304390073395,0.015519192803693594,0.0873172623257945,0.018390628561322175,0.02806357298002875,0.0,0.0,0.04556831007957598,0.08042682870307147,0.0,0.0,0.010253479463455749,0.002113335137924339,0.0,0.0,0.0037830387789078808,0.0
46,0.3146984582786434,0.08550195383278722,0.26877989802736985,0.10548298846200567,0.08732204615073832,0.13741528864357402,0.0,0.0,0.0,0.07621513563317601,0.00733131253242106,0.0,0.0,0.0,0.044782176816396936,0.0,0.007578928209616272,0.0,0.0,0.022399156785658472
47,0.13731139707279408,0.20190435342705162,0.08109746138455268,0.15674099861793028,0.09272692925776328,0.07526639699888872,0.0,0.0,0.15385701011763936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.20635309151350215,0.14667101343175823,0.18205359654018755,0.0682061777809668,0.13563204197982895,0.0584440702785493,0.0,0.0,0.0,0.0,0.00018075524201959894,0.0,0.03088103485309094,0.0030545249330915353,0.0,0.07120825916628999,0.03502789135967331,0.0,0.03679980220568206,0.012921723834697755
49,0.18903542236463783,0.1587109560397553,0.1525824237407814,0.0,0.23124938225400643,0.09358026137047126,0.0,0.047273593629626035,0.006821228468066999,0.0,0.0,0.029008876980246994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.26013486209671927,0.0963317548615552,0.023180706525919356,0.13587886770617544,0.04999092312952817,0.035000450809417924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04637931575903138,0.0,0.0,0.023011917506480725,0.0,0.0635164070070715,0.0
51,0.23654251096223186,0.13614366664887342,0.22994561751310624,0.035282152006436786,0.16309674792409998,0.10123734209697884,0.0,0.0,0.10393802686618217,0.0,0.01250483928170275,0.0,0.03280842767491858,0.0,0.0,0.0,0.0,0.1899053562698889,0.0,0.0
52,0.20465699112475402,0.1717492913593361,0.08226809490408868,0.021019218850530628,0.23623348117402207,0.0,0.08032497586877521,0.0,0.0,0.0,0.0,0.0,0.036995557130664845,0.0,0.017979636224933426,0.015309814882155203,0.0,0.028662018614659564,0.0,0.0
53,0.20076920034764767,0.21943114452734613,0.16674781159331797,0.0835886830041708,0.11977784769365064,0.06129186619787413,0.0,0.08658228348988506,0.0,0.0,0.01884124795791028,0.0,0.0,0.05384486993612017,0.0,0.0,0.0,0.0,0.0,0.0
54,0.18204067086619474,0.17777432033026427,0.13410292273409802,0.12044600800214471,0.024051512058151116,0.07619517807959977,0.0,0.0,0.0,0.050075788179864945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
