,model_DEATH,average_shrotest_path_g0,model_PHYSICAL_SENSATIONS,difluencies_score,second_personal_pronoun,ON_someone,score_parenthetique_matches,average_clustering,score_onomatopes_matches,liwc_émonég,L2,model_BODY,feel_positive,verb_participe_passe,first_personal_pronoun_sing,passive_count_norm,degree_average,score_paticules_matches,PQP_score,L3
0,0.030134920613325223,0.029854222561321146,0.023368984354299596,0.02881754040828914,0.023237002012980717,0.025351085910587746,0.023452919338042333,0.025436456778800996,0.02754764117185898,0.025831047175302775,0.028723993491706463,0.027078823763784406,0.02667389068046737,0.025448145508019476,0.023099159627956795,0.025287871872508652,0.025625692949255374,0.02220083567792917,0.02538452983873493,0.024973452590559914
1,0.026866679299185462,0.023708627679968765,0.029604441940259327,0.028563290466224286,0.02822939484069349,0.030892782222099804,0.02216209664214057,0.026650750156259156,0.02486024700470426,0.02780775887655847,0.02698849760695756,0.025684397505228104,0.017565466575200733,0.032220344572079715,0.022381634344717235,0.027512845828723,0.02297329611371234,0.02764128171325116,0.020930386579706084,0.02275639739418485
2,0.04678662112446046,0.04250990034482584,0.052006443013161215,0.04913623997466551,0.05737247144279275,0.041957680973971845,0.038425173688576175,0.04094067134508704,0.03379621739478189,0.03426055582967751,0.03782336658930952,0.03903431953083511,0.033277216120885106,0.020965789476865258,0.032965718970146454,0.019478961011474057,0.034232263671873674,0.033428034119418325,0.03347128123872526,0.032911853115203595
3,0.04022703662264984,0.04296440686608752,0.052896983852487346,0.033847602529053895,0.045136918080244684,0.039892442632133915,0.03677042144757552,0.029282855868448282,0.04727809331986398,0.03422415959078237,0.030726537551113407,0.03731400393982208,0.04139872681557168,0.028578436416435697,0.03205513378225241,0.033407295158202475,0.03426697007358258,0.02379611260798577,0.02871965630644819,0.02868113654135739
4,0.04489967539238046,0.05122407623721357,0.030976192879813153,0.029507441544924365,0.031377234652338985,0.04894965502286925,0.028879094557737475,0.039426203912308784,0.03696579381509864,0.02820080404213531,0.03883704498340179,0.03209719259147971,0.028241856708106694,0.026560029389007294,0.03119882325162803,0.028360309939081816,0.028072939674220365,0.023241922190731637,0.030508634387269223,0.026452252991386767
5,0.040046547105891235,0.03998917851393861,0.04676619772670651,0.03824409521282711,0.03356263334055075,0.038166231998168945,0.030529634621909996,0.030282444255409238,0.03692315710015231,0.03354619333503119,0.026360528606733196,0.026983732681363844,0.020738111772840843,0.033352241863786096,0.024452157526761727,0.028969247896495513,0.02990569490237781,0.03265229190866244,0.03296496191261925,0.033283530582591724
6,0.02516926602113165,0.02324653892992596,0.03463175628588164,0.035028498084117544,0.027457217902040424,0.024526141441742366,0.02694833232496094,0.026378210428736917,0.025412687514595373,0.020887454030787928,0.028298546260220832,0.026192005747885865,0.024370247554775407,0.0248015281102356,0.024518634676746844,0.024973564167015055,0.02219470358671021,0.016787269430680547,0.0203471412025129,0.021923813163211486
7,0.03465104724051326,0.035426766791997584,0.03672084972245317,0.04333132794392258,0.03960818369583196,0.03504150508225902,0.040373342063706026,0.042592215309732555,0.036788898545808475,0.03885753850140066,0.038567500640750506,0.033064336505813856,0.034730766459769274,0.033955132903424425,0.027661689709891215,0.03967196601194135,0.031352576650069845,0.026845653894291832,0.030773551886164142,0.03159930504306801
8,0.051278805327772896,0.043164639913760426,0.04511735432172294,0.04655191624985221,0.050420570656234565,0.040303266677480375,0.048244400571518464,0.044309229365469,0.03938836689250589,0.043956563846031506,0.03700680979587936,0.0451091673578326,0.0333630310669946,0.05223479347671625,0.0355784367245975,0.027933087639377685,0.03335048879567103,0.037018398654050697,0.0324935340214476,0.03259961361091708
9,0.03386183969169846,0.034072840029035274,0.027799693213363817,0.034881998653103354,0.02958233122142336,0.03602746045185735,0.029716521415052908,0.025716783365225305,0.03626717199902812,0.02563177070311928,0.030392312753600634,0.02750171501245517,0.03099375523203648,0.026198256755578932,0.02255076711904197,0.03427713455807023,0.02654802674789904,0.028677011234419243,0.020825774563424326,0.025704837881986922
10,0.03406665107349713,0.03489228210979842,0.038039603369036765,0.03099068439976168,0.03184865434068425,0.03214978464674751,0.04116565588431744,0.025543600116503834,0.029400929858872226,0.022986553554692566,0.03411171763195868,0.03216329297656907,0.030296037705257163,0.02478587932298459,0.03857060991244405,0.032447982412136145,0.025768088766554162,0.025833732022173893,0.027341550352585287,0.02532485965593339
11,0.039418635427624305,0.038575967580636944,0.03701041649694057,0.040931898570398056,0.03413064191958886,0.033888582742572164,0.03250441640182055,0.045186311688386833,0.03427752928526496,0.031989633905485274,0.03037578764459616,0.04154511279323144,0.02484670272877718,0.039621851129399664,0.038166830671995146,0.03826113373863728,0.029289870589990264,0.03376492919416194,0.034757365965690616,0.027489245566105457
