,model_DEATH,difluencies_score,model_PHYSICAL_SENSATIONS,model_BODY,L2,verb_participe_passe,passive_count_norm,degree_average,average_clustering,ON_we,PQP_score,first_personal_pronoun_sing,direct_discourse_score,PE,ON_someone,L3,L1,diameter_g0,textblob_subjectivity,verb_indicatif_imparfait
23,0.36076163615033013,0.27570350670481825,0.3465057846869415,0.07941439761702533,0.06114803562997539,0.03356576169961239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.21440427315979232,0.2345154156066517,0.28706477704138456,0.1671384133062601,0.07062911097886791,0.0,0.0,0.0,0.07343684037266197,0.0,0.0,0.0070332888620207815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.31048415166675464,0.39578735335145887,0.23245274136792346,0.06722484207668644,0.13742041304483313,0.0,0.0,0.0,0.0,0.0,0.0,0.005877667254798276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.23038666454801854,0.25519644364654775,0.20383581340908677,0.2627122107231421,0.06715050064230517,0.03174910737881901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034774171003033086
27,0.4387131493656891,0.047292234766111205,0.16021667605543372,0.12143940953996853,0.11984309748758815,0.0,0.023205514346979168,0.0,0.037600019985490625,0.0,0.0,0.009978509561475621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.24367717540086237,0.21481962669445642,0.24148020749121699,0.24118117277482742,0.043040825426243656,0.0,0.0,0.0,0.0,0.0,0.0,0.04431413248909545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.49336606428729995,0.2778138203205867,0.22027304442367712,0.11916287244844183,0.023197606658093353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.28456357108016317,0.39410375833748285,0.11083079209148831,0.26563429881021067,0.058438261247405865,0.04760931633817524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.44704540843531465,0.19180859953168378,0.0727459463269615,0.3195997984161446,0.0,0.020657373857096567,0.0,0.0,0.0,0.0,0.0,0.0,0.09010742211339635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.40648483022632415,0.0,0.16367742109579378,0.20260239294652443,0.06699850168260703,0.1668547723371202,0.0,0.0,0.0,0.029153904260727805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015455192064107696,0.0
33,0.4015139693727505,0.24713297842514392,0.10533255131416043,0.21263369434819968,0.002141210234029793,0.0,0.03708959336573457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000876887556327637,0.0,0.0,0.0,0.0
34,0.38015147196333915,0.2591270264337127,0.1822231287293241,0.06407568420060905,0.10547572649515166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.29023740997321856,0.1259708475401371,0.2567835672277459,0.20521858128809797,0.10166054827625946,0.09662068286871908,0.0,0.0,0.0009592301840461279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.45656120070295503,0.26716274224777276,0.2836512090310483,0.043514773113196355,0.09414439159512683,0.06045021363261972,0.0,0.0,0.0,0.0,0.0,0.03529213540404786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.4543188781639071,0.21761737733589068,0.1566221701443352,0.19202661594323145,0.1657202076888186,0.14780235061689248,0.0,0.0,0.07622002561673466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.5075039462123002,0.2866909485644607,0.23995610531888267,0.046211155470993796,0.0,0.031376374277189034,0.0,0.0,0.0,0.008519814624386668,0.0,0.01696702680860237,0.0,0.0,0.0,0.008193607587442761,0.0,0.04487079755820106,0.0,0.0
39,0.38407866686033443,0.30644636304036665,0.2853123310298674,0.13714547681496433,0.12102740192539017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.21897071878045235,0.09161878577157352,0.13642431424236598,0.04201891876133259,0.09125291640580556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.25549582487126665,0.15339082778596994,0.38756798848086493,0.15334788189032628,0.14526384488824534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.4335349569161373,0.18642268624371905,0.14978405191362687,0.13869278225684126,0.06737569081316228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.4659623470023497,0.04285475651917068,0.12442711846261419,0.3242408339973351,0.13191849415510334,0.10840716269771511,0.03254888466562312,0.0,0.0,0.0,0.022067454832618388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.549198786062083,0.17812934739237907,0.1668032681733905,0.01327525423474366,0.10105417172282595,0.0,0.0649994882203451,0.0,0.051617865049589026,0.0,0.0,0.0,0.05970608162526886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.330227732228447,0.11093409776377836,0.13277165610096903,0.22467751465303196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024695842773173564,0.0,0.0,0.0,0.009095019569007753,0.0,0.0,0.0,0.0
46,0.344904989247194,0.2463161136090696,0.22758545184010653,0.22042787089925805,0.0,0.050803751110660975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.3896465316942765,0.19696439740069363,0.3439395877092638,0.04640638906605362,0.11584897828053678,0.0,0.0,0.003710968756872945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.35590755426639253,0.19598862437317124,0.20152029107414174,0.25402884162363204,0.0,0.17639300765470728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06168953678644744,0.0,0.0,0.0,0.0
49,0.37465114671229116,0.2700804950099592,0.11266928944078466,0.07861779614282571,0.0955132485050393,0.003357600411692789,0.0,0.17244152357179032,0.0,0.0,0.09225953042088907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.25971922884394627,0.2856544808271873,0.2808402363968725,0.20493843545934914,0.0,0.09642862679050698,0.0,0.0,0.0,0.0,0.0,0.0014439007574840062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.3510470630060661,0.21612278840552113,0.28962887704387336,0.07559882122430713,0.08995921677825165,0.0,0.00920155274399202,0.025757443828070693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.393947798758491,0.3531283809400761,0.1875874563215206,0.3151031350589777,0.07002474433004387,0.0,0.0,0.01977141295200237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.4262306255017801,0.17810190941514328,0.17689679755858628,0.20857308967104124,0.1070922071690042,0.015130373745889688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.4703042108993339,0.10151042255516197,0.11463224082720583,0.16415401220718379,0.0957840047257102,0.0,0.0,0.0,0.029378767975488315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.42181409456247315,0.14413138440959472,0.12777194415585774,0.07947658801090328,0.08846828394041907,0.038510523333906393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.40409016901197564,0.31530058764120916,0.053093959232017734,0.18137390195751962,0.11827989038289465,0.0,0.0,0.0,0.0,0.08660349891525582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.33116139095709096,0.16456385370243723,0.2023246662600772,0.010641005050290881,0.11021359962359219,0.07877232799517991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.3965138894955622,0.1328036805983985,0.10439171639691264,0.29345523291052195,0.0,0.0,0.0,0.0,0.014747770890033604,0.0,0.0,0.0,0.0,0.0,0.0,0.011196666650895857,0.0,0.0,0.0,0.0
59,0.43089719330726356,0.23238787800736097,0.1472192236552203,0.01742408783443729,0.2253126711872337,0.10832696440614042,0.12006420454232754,0.04604084377397528,0.0,0.0,0.011339029074539498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.4931330108539016,0.3166044922977029,0.11373118606274008,0.14400185632550727,0.0,0.0,0.2129990804737204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.40153974981740276,0.022903310245898756,0.20018440990326264,0.131283250130164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.32355520204917126,0.2721248328056894,0.23474719373595515,0.015714965058488815,0.030367805546265933,0.0,0.0,0.0,0.0,0.07264042072927314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.48821025357610404,0.12892678698901286,0.2948674734661157,0.20087108335667456,0.0,0.0,0.0,0.0,0.020855322311826834,0.0,0.0,0.0,0.0,0.0,0.0,0.020061755951420304,0.0,0.0,0.0,0.0
64,0.4034069050497487,0.1302531627423392,0.14335414478944597,0.18820099491329167,0.17160807867012326,0.028100594925338514,0.0,0.0,0.060535131348748154,0.0,0.0,0.0,0.0,0.020249320604940436,0.0,0.0,0.0,0.0,0.0,0.0
65,0.6407701075587995,0.13112777893425462,0.19723939175115854,0.0,0.12244827171140238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.31107958965041965,0.09477293046629195,0.2434174981733684,0.22396452910439935,0.050358587969936905,0.0,0.0,0.0,0.0893094927793107,0.03752030448028444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.3928241866888433,0.2591420476198392,0.2517919475771727,0.08205258825106,0.0,0.0,0.0,0.14976634923404228,0.0,0.0,0.0,0.03527702875459295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.5630000312938538,0.2368729243091852,0.09468079562000109,0.046371685494066214,0.12906580379710172,0.06996830735419357,0.031621027435447036,0.0,0.22625832546856292,0.08097115623587914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.23261725287856574,0.18724229569207,0.25694219968717724,0.14562412486631848,0.12493416638348821,0.040440209115442195,0.0,0.0,0.0,0.0,0.0,0.0,0.05339297283160733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.3184671567198408,0.13310356286097674,0.29005152172739956,0.13123330322378127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.5188709849347725,0.25155330874988385,0.1907789898782864,0.06035563687649164,0.09159304089534828,0.0,0.09381396986348382,0.0,0.0,0.0,0.0,0.005282119065527359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.3311022612371683,0.2299159325370298,0.16720026268067031,0.32781874440572273,0.0,0.06972374190265788,0.0,0.0,0.011469292993824211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.43990756061426695,0.1672019362659233,0.0,0.14674660091572433,0.09699471597918861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015507966379328058,0.0,0.0,0.0,0.0,0.0
74,0.33724604014657084,0.35299562867901124,0.08233587152016962,0.12592771099333078,0.10467251100556112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.43328658369793915,0.17755774058308757,0.3011345632943861,0.0820699094927978,0.052949235179973894,0.0,0.042774174288866686,0.06475509591868604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.3153274404480627,0.18284199322684716,0.22981776186662964,0.2358959895521451,0.11043066688794917,0.0690175154010304,0.0,0.0,0.0,0.0,0.03174027503109752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.36456398005378426,0.12248712943000038,0.21879766032375278,0.13768450544323427,0.10719926882121018,0.020811471332856116,0.08147169295549564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.46089020109001194,0.16548259062783066,0.1738625981362403,0.12228211684257681,0.0,0.0,0.01967639894955599,0.0,0.02528923316666272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.1702216528773543,0.30484634820056583,0.3690775753979678,0.04932661876305384,0.06361126393264419,0.022994646149806907,0.0,0.06937589203520243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.5651611898129096,0.20639732841944494,0.12467746150363046,0.19241096787171477,0.05088721691189854,0.03412206318131804,0.04998273764757841,0.1472948520132187,0.0,0.0,0.08407184778455216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.38118911908593356,0.17031306507333946,0.08122316153769396,0.029348909436269735,0.0880453545432317,0.01447880106042982,0.0,0.0,0.0,0.0,0.0,0.0,0.005742173315374526,0.0,0.110853375487299,0.0,0.0,0.0,0.0,0.0
82,0.3478287697360162,0.14285548440529028,0.2350105002178324,0.25269436025103736,0.08384491635959876,0.0031585640694464265,0.0,0.07933855325960282,0.0017794979622775184,0.0,0.0,0.0,0.0,0.046133799464310024,0.0,0.0,0.0,0.0,0.0,0.0
83,0.33401477108442573,0.23650253560998102,0.16393147262979135,0.2436733012046875,0.17119937103198346,0.07967816749574176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.48215733622318485,0.3293906002851653,0.15678557004429292,0.02516392300714534,0.11501271119888626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.39010984106104324,0.3728217987120023,0.27277785305973024,0.05339889412190639,0.0,0.004178460750881216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.40681610992309575,0.21631981341724313,0.023743989620066797,0.14483088565473362,0.0,0.014024649506152542,0.0,0.0,0.0,0.023830965644770476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.46072228150212674,0.15125359836862173,0.14946689937745894,0.07685107896404343,0.11546093638326399,0.1969566796918319,0.11837054963601029,0.0,0.0,0.034816448446338535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.4091683485889439,0.16656142359530043,0.24800319856816583,0.021646146095486596,0.09352765834602922,0.05906326483203114,0.05557236466994209,0.0,0.0,0.0,0.0,0.0,0.017870994293853925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.4764332094596278,0.20411038191087158,0.20920385203158806,0.018902996945498105,0.031236567241132503,0.0,0.12514249288076726,0.0,0.0,0.0,0.12972608029704225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.2953239584209017,0.18108080756468858,0.2165439107729227,0.1680954880583178,0.1720954640107931,0.014900847604805697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.3174629770768794,0.14771564177738,0.28255339249048717,0.2031876034209056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042216646587734566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.352170565353659,0.10425107013043407,0.09041299716446399,0.2815728490406355,0.0,0.08367211819470631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041583014455811775,0.0,0.0,0.0,0.0
93,0.3731731392881264,0.19080537450735763,0.2051023676127819,0.08760510234197791,0.021420048263152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.24628247785894206,0.3215439761986448,0.3229664701275378,0.20603520583504878,0.08901714536147262,0.0,0.06320977407031965,0.11133437373825682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.2984234492729446,0.4089323348841164,0.2157793854173563,0.24359892422324014,0.04580941230805706,0.0,0.0,0.18416384503049868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056478810820457824,0.0,0.0,0.0
96,0.3508890401872477,0.2232546852135602,0.15544506233507238,0.1325813317279892,0.16961547579933148,0.0,0.0,0.0,0.0,0.08041561508990133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.3342174450091022,0.25704530826326766,0.22096106499625098,0.16180378082004834,0.07963039146275804,0.0,0.0,0.0,0.0,0.04157479676779382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.4053487919024495,0.17824504971215022,0.1225990079573867,0.12841527259442506,0.07198917703124164,0.0,0.0,0.0,0.0,0.0,0.0,0.1387255807017444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.3069706936938694,0.2405552207852732,0.18578746169384147,0.06358505702981848,0.08213045687136374,0.0,0.0,0.0,0.0,0.008204929462917461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
