,model_DEATH,model_PHYSICAL_SENSATIONS,model_BODY,degree_average,difluencies_score,L2,L3,feel_positive,liwc_émopos,average_shrotest_path_g0,ON_someone,textblob_polarity,score_parenthetique_matches,average_clustering,passive_count_norm,PE,verb_participe_passe,score_onomatopes_matches,labMT,direct_discourse_score
0,0.020672198066487905,0.018232194679789246,0.01312403634050861,0.019804902876416834,0.00599759878963232,0.012857937210549909,0.01335380625165999,0.011373015504330394,0.010319800423302997,0.006839081353973596,0.004825986710377038,0.0,0.0022965733793098484,0.0026894222693517812,0.004036876764148473,0.0,0.005362054356684288,0.0,0.007374368534733852,0.005783117709060509
1,0.014626868409415083,0.004266564267377059,0.02549949239691098,0.0,0.011493404768407345,0.018735936480884743,0.0028361404677852984,0.02106270624541988,0.008969739189992347,0.010778692754295965,0.009432101550512014,0.004659441292285921,0.006823523408422867,0.005817422922700644,0.016227390291169284,0.00896327955896656,0.0026822651388744515,0.013421294930080574,0.004764873720705509,0.0
2,0.035290572052200646,0.021351493233814835,0.00988338778167963,0.005476547776410976,0.00906255230959505,0.0024628155250102286,0.005868601755859951,0.006813576060036816,0.003607381355638306,0.003053759184355537,0.012160140522755679,0.008252729583376398,0.011162668501026929,0.011340526601610085,0.006308634220001599,0.006144392346652846,0.005214740384680529,0.0,0.0,0.00371092817466706
3,0.03219823417471102,0.019760455463547263,0.030891418888544055,0.013379640885939206,0.00728741518656413,0.0021460551029692096,0.007046745948183037,0.006742858568827312,0.0053680139511513205,0.0,0.02177060005239522,0.0,0.012138606959333028,0.006026139096046488,0.004055450782179833,0.009103374953071279,0.004153663078943887,0.0,0.00569130361514787,0.005202776743099094
4,0.014168439696542922,0.01857895186822862,0.012320666678560277,0.007535326470931369,0.02971128823918601,0.0049013351681642245,0.0034061368699185566,0.018738286225435632,0.005543570353959999,0.009234391791125137,0.008014459806804857,0.00777590099256486,0.004660276801170161,0.0,0.006000996444529543,0.0,0.0031947564954559007,0.006096413463354113,0.004571494684865077,0.0035819248203188187
5,0.013470052773598582,0.006724441658705473,0.011461461149466536,0.02250645695254206,0.01767048650700599,0.008039985501362631,0.014058275196390852,0.0134641586424162,0.010605348211402698,0.00658883433137089,0.0,0.005558631792664529,0.0,0.0,0.008974380354397,0.006240471699275075,0.0,0.014985599753757321,0.0021051714392378933,0.002720247394094865
6,0.019300351582157114,0.020989410305395716,0.015751823973531524,0.007940706368535756,0.004620375317210952,0.01358996654798587,0.0,0.009725050771608953,0.0034185172710567715,0.012828450480786463,0.011235396429585915,0.0,0.0,0.003293635067995636,0.0,0.004869385215764243,0.007445912286639212,0.004489056585977474,0.008672985636939603,0.00392818401195109
7,0.0344336957577616,0.014641047626733779,0.013701220894853271,0.002637583531439305,0.018154811110347516,0.0,0.008075054351861281,0.01555701793947567,0.010374000078688063,0.004363090026192369,0.02295512950451423,0.0059956260956823835,0.0,0.01158864342529948,0.0,0.016450760249048468,0.007063801508396865,0.010607196208400031,0.0,0.004458320447554192
8,0.02467057631801193,0.03798601296388855,0.01924403612253566,0.008126883028075096,0.0,0.005358437978041668,0.01270264146321764,0.017360310670919712,0.008895055402070284,0.0025524261572087803,0.007542765826142082,0.00442456116527319,0.0033479613903909912,0.005565972799435258,0.006440433791372925,0.020102859812478228,0.003872955638915301,0.008397306848006943,0.006455957087688151,0.006943153297994286
9,0.014328536894172432,0.021905870425204435,0.0036586128969987235,0.01605430180579424,0.018875164828263225,0.0,0.0,0.011719850980055829,0.022312635532269875,0.0076395386327058066,0.0,0.0,0.006689565535634756,0.004704045852025346,0.007381579466164114,0.024498768791401136,0.0,0.006247027795761822,0.003170263724401592,0.008588941811583936
10,0.026082992567680773,0.015612321102991707,0.014824132573635629,0.010885449442081151,0.0033418851345777506,0.02069104704648877,0.012017080542010563,0.011715736374258993,0.0,0.0036418504891917126,0.008731064456204573,0.003610953574534506,0.01759421648830175,0.004838303628067176,0.005144896847816805,0.0,0.0,0.0,0.004401089508086443,0.009812801123907172
11,0.02958589703558634,0.012376475260282556,0.006362090686025717,0.010690476391464473,0.004316034962733587,0.01667195085498194,0.014161514844590174,0.004931243018557627,0.003170733270856242,0.011225016709727548,0.003689812617376445,0.008743717725078265,0.0032795306496943037,0.00773660436924547,0.0038218415031830476,0.0,0.006795826102606951,0.011277384182903914,0.004506803465696673,0.0101927543245256
12,0.030960481154421966,0.010048527869706354,0.02210390175599605,0.0,0.01246253478216628,0.006291568982414902,0.008916378542625654,0.003995792167261242,0.015915360564676427,0.0,0.005981382108603913,0.006051524676382541,0.0,0.0,0.002682980086654425,0.0,0.0077074036082873726,0.002010748271519939,0.0052797534838318816,0.01020775588105122
13,0.048818704334398104,0.03280059750222912,0.02554520354031896,0.007863503032984833,0.012022338692098853,0.005914821334183217,0.006617318146241208,0.0028451136723160755,0.005426157114406427,0.0,0.003283105982467533,0.0024464886188507087,0.0,0.0048620510809123515,0.0,0.006413728397339584,0.0,0.00978504359225432,0.0,0.008365402897198995
14,0.012756453946543237,0.008874633627322813,0.010441962592303754,0.0,0.02717502078941713,0.014092466590615612,0.016282652776998776,0.0,0.01582298957028737,0.006908797894914945,0.01712569991669928,0.007161487359553576,0.011438574410043655,0.006895039014518263,0.0041602262357870725,0.009552350432301564,0.005169146546162666,0.012838410159262521,0.00314870941763123,0.004996030540205539
15,0.05406459483985479,0.012880088295787573,0.03354738857255627,0.004725972606490056,0.008253356446201602,0.006277188343927265,0.019502868680904308,0.011965085145086051,0.014011595621705054,0.010590767530103523,0.0,0.003120851593712967,0.0,0.0,0.004938610643148422,0.0,0.005573081414525709,0.0,0.01511681991939743,0.007483019354442756
16,0.018504536100197585,0.047177364243815335,0.026015972106717525,0.010396768142469228,0.013219853567580382,0.0065255615971982475,0.013922346671887983,0.008405418235808612,0.00584130638341109,0.0,0.0,0.004518479583474497,0.014248444407557456,0.0017678714493910472,0.0,0.008940455465267104,0.004769343051748972,0.00401368835195899,0.0,0.0
17,0.03670355135357628,0.011019858716366189,0.005162499030431112,0.018187259340658787,0.01424713947251439,0.0031019246168434616,0.0051858430667780335,0.01993539554377398,0.017147222870650396,0.002260153238972028,0.0,0.0038606151525552067,0.002870909681388486,0.0048295756466686735,0.004756101309632264,0.00765459271054715,0.006737970859122771,0.0,0.0,0.015503672945002718
18,0.026799825641016167,0.01135005037486553,0.01044266353935624,0.01482177278275291,0.015659131074634697,0.030587723222716405,0.002258739224635065,0.010366244891658428,0.026943954557180412,0.0062960552413327,0.0,0.007726270051052172,0.0,0.01204687805039187,0.0,0.0,0.011906946408251925,0.0,0.005208898684009908,0.008547827004144587
19,0.007478238023817542,0.015595471653155982,0.006167778719682245,0.01999317667850603,0.02955456229485571,0.006850516342713184,0.008514594154121974,0.019297784272270902,0.0,0.01944243341622253,0.009288462240248917,0.010407276037459572,0.006493624902951221,0.0,0.006228973957244308,0.0,0.0,0.0,0.003927810691297056,0.0
