,PE,L3,difluencies_score,average_shrotest_path_g0,model_DEATH,textblob_subjectivity,feel_positive,L2,model_PHYSICAL_SENSATIONS,ON_we,first_personal_pronoun_sing,verb_participe_passe,diameter_g0,average_clustering,transitivity,LSC,third_personal_pronoun,ON_someone,score_parenthetique_matches,verb_indicatif_imparfait
0,0.8927158243857256,0.7398467750138675,1.1540286415141474,0.0988830955499863,0.7938895432076392,0.8640282412125393,0.6854942984863707,0.0,0.7208919814018999,0.46110114206949393,0.21409468697540993,0.7878472150603208,0.16429042412306769,0.9064222193307784,0.37351923046049984,0.21079126423705574,0.22694380272941347,0.26800938637342236,0.3362122438842692,0.160714805513653
1,1.1344064597036758,0.47799691532685534,0.9797111366430191,0.7990294187566797,0.8891128156841993,0.741047946110079,0.3700475430014519,0.3227906635822376,0.36732930453246865,0.7210201175320922,0.734481678549917,0.5158672349542118,0.22444032051334686,0.6884425800004556,0.3078622734403746,0.1757576330047817,0.2596591978210591,0.3158840287409399,0.3641916991864599,0.01309251916185455
2,2.0407595457498995,0.9910991958306775,0.7330776438171219,0.8344046345060523,0.5973594738177816,0.23857592467229025,1.1125640361267775,0.560172244831024,0.29863455455483395,0.5914617966770908,0.22685003827211958,0.6629089904472785,0.24193754306248055,0.5678674185666722,0.23432227178504975,0.2807637063482432,0.014226679351617557,0.9335952297369939,0.020870671049124417,0.2918428845414002
3,0.34268313873965756,1.2296144230741899,1.8076682211176982,1.1944408800866606,0.4622642713994108,0.5123367941214831,0.0,0.0,0.3371784944075207,1.0827124369065007,0.43777544333785856,0.0,0.34815396544901245,0.0,0.0,0.7849248214165363,0.157706844305445,0.40930302579244954,0.4076812446609835,0.29059165935278397
4,0.0,0.5341294269604796,0.9380723495908205,0.5636789197300129,0.0,1.6303182149715714,1.2131885618543983,0.7187150865595863,0.6039912469591203,0.016653760889012638,0.5233466466733766,0.31010941230511385,0.6735686486461814,0.0593340397100279,0.6324466602987322,0.8521070343604851,0.056865692267816195,0.05424422737203047,0.21892553092023487,0.07390872755277307
5,0.9977257356928662,1.635063237639879,1.3222074934177133,0.4080353361880963,0.528330589418545,0.8711576324095217,1.1215292327247188,0.6306015136194737,0.537983269889176,0.4038831017579065,0.6169348420555655,0.6923848235209012,0.5036641632396798,0.7561204461593307,0.5523832036150158,0.17106940552675562,0.6780381498404702,0.2566720945420927,0.5792954638317876,0.15500680725455068
6,0.8747375051940867,0.80467967386134,1.0145704778542277,0.29958078866806764,0.6849977663533041,0.6785690034027774,1.081330628970141,0.15228280636967956,0.923288937627293,0.28259242380027616,0.2881872903264269,0.19828106737475984,0.44558854142659005,0.3436445341147125,0.40417474054148117,0.24468751165186356,0.03174670187263238,0.2515363799015677,0.14574382027783148,0.04646276917791573
7,1.256886634468163,2.3373476766871693,0.7056695417818212,0.7521768854137986,1.0882908909874434,0.5529481351804126,0.613621030997803,0.7986774822275393,0.6986836582709604,0.046270569554668094,0.029503429893808473,0.025727985827336087,0.24324361238324246,0.0,0.7014494089285414,0.0063261298630417654,0.0,0.0,0.20713827749692645,0.4863650363915234
8,1.160001004740265,0.7546563308474972,0.6128253325515084,1.3718480888349807,0.6280943166467441,0.7413575559894597,0.5508873953707245,0.10499193747889701,1.0308076558828503,1.0554939757956812,0.569948519375436,0.7136060513616372,0.46211285087519066,0.0,0.1063325379237065,0.08976750726462941,0.6320970132750562,0.4008238846416722,0.21302437525449253,1.0043072322646232
9,0.8814741873979623,0.45976125521845784,0.6878169086151615,0.9313296256086825,0.42460852529414644,1.0297094149275274,1.5252053595891013,0.8200498457175681,0.6816837148396628,0.12995115685888567,0.23003106999834308,0.5377107170643067,0.8734266372341393,0.0,0.2839739575537036,0.31024460212670485,0.10076675272532679,0.003236415352715707,0.06794700190978394,0.08953960231989452
10,0.44772394551057026,1.9575425832609397,1.680355681935324,1.6439840534832917,1.0973354890299125,0.9216211542631348,0.8598987286336307,1.046328723859216,0.609612998168317,0.5665518097133723,0.6145688812610969,0.7249989846332651,0.5457352884095331,0.0,0.578686885676133,0.17732719917350862,0.4564678933278575,0.5061707893499682,0.5133033479064671,0.9348623122147995
11,1.8525796356486153,1.382393945352455,0.9647334284100197,1.2059598889863719,0.9030287620887677,0.8119391096384357,0.5602384077916268,0.24353992956069082,0.74786194647765,0.6017129548074515,0.6130175511741229,0.2364515981684367,0.6084440990839912,0.0,0.20577869148778216,0.01414792096996542,0.2195824928757557,0.2886771763575068,0.21273652974687726,0.5003968787623293
12,1.5359276299514546,0.9985160651163063,0.6883630485813115,0.6123211526671243,0.6307817894741264,0.5580714216599812,1.6317982165730134,0.7314590251972864,0.41783557610743366,0.5386636711254872,0.33692386226722676,0.7284621151808326,0.10505646089112612,0.0,0.16741438821424276,0.3596210452150844,0.0,0.5779118742179274,0.2869602674116594,0.0
13,1.809594373047073,0.6543178778033537,0.7987818261576118,0.39204578862481354,0.6115028002022413,0.7105337732738662,0.5056947763449803,1.5680314871810674,0.5383057229797785,1.0850020819538113,0.8345113293225996,0.5942708366359084,0.21425827464461522,1.6288731106491965,0.12153566584311756,0.14256436999115077,0.7472513216819151,0.03381705610953932,0.15999832203621442,0.40677532013683426
14,2.038595450017832,2.348236097345249,0.8435654728361964,1.086295134348803,1.2358494985071722,0.8736821152558577,0.9647827886363828,0.5869479622115438,0.2898496420148354,0.19678250178249243,0.35114132175568474,0.4401208295433408,0.3904384671730165,0.0,0.6210104431185475,0.25898185649338834,0.37463954993930554,0.2563593854000647,0.3976793250300718,0.0
15,1.4289994615182382,1.4084883273958013,1.2981554669416242,0.8838611531135185,0.5223075023031909,0.7228892661061032,0.39105980321482814,0.0,0.375148533597553,0.6862593626754855,0.3467006838106157,0.519468040463182,0.08710336181811024,0.0,0.2496383916502394,0.15988240693985512,0.3196391957677006,0.20740446049794964,0.19987656752518632,0.026593257355677444
