,L3,difluencies_score,textblob_subjectivity,L2,model_DEATH,model_PHYSICAL_SENSATIONS,ON_we,diameter_g0,first_personal_pronoun_sing,verb_participe_passe,average_clustering,L1,third_personal_pronoun,ON_someone,random,liwc_émonég,model_BODY,direct_discourse_score,liwc_émopos,score_generical_connector_matches
0,1.6950860690767622,1.4924141471982773,1.116845569474568,0.0,0.9738221851280533,0.9377594923386091,0.6785827759522806,0.21568976669300205,0.30169882202904574,0.9709128969435864,1.1668351712630054,0.7735362222452408,0.348770523863852,0.45654535556776693,1.9086470419610537,-0.0039367100977688255,0.2027790324681538,0.0,-0.11190714892209688,0.03374867798387128
1,1.4808164890111373,1.534007684276774,1.2940003774478719,0.7725364556466134,1.1331812087880646,0.5298747543083557,1.0175438384338025,0.4129762069434856,0.9987174130104788,0.7098988959774535,1.01290298916595,0.6224962557993248,0.39038496718907917,0.44103972008317266,-0.0035897522583708363,0.0,0.17957334566662245,0.09545290169029799,0.1190622014829408,0.3174661597729086
2,2.2654669870119113,0.9994411535520428,0.41729299802260633,1.0474901918465505,0.9525837727814193,0.3739920720177768,0.8339886209419336,0.3749575137316642,0.29068873536801276,0.9999665949933269,0.6516025937630018,0.17445747579564305,0.013892774675936097,1.038550807681089,0.0,0.8136809348743079,0.2879230106351412,0.4506123790279379,0.936646843984772,0.0
3,3.324874794894729,2.1187914109026753,0.8040627192329421,0.0,0.5842973923685982,0.5637093313561132,1.3538916721251246,0.5267259405203101,0.5679499854011536,0.0,0.0,0.5949775544968883,0.1780610037099488,0.4915925931708674,0.0,0.0,0.8582303203792595,0.09481820910441986,0.0,-0.11641892566270344
4,1.4085029073132338,1.3584681564377485,2.0702953531588575,1.7103056485187538,0.0,0.8072134163484848,-0.024105575753730034,0.9171444350921848,0.6413834621877751,0.4745312814092485,-0.0766908854418234,0.0,-0.07599221210817901,0.058628032364452125,-0.7981851401014193,0.0,0.39088515112100297,0.0,0.0,0.0
5,3.3656003298580175,1.5177621831568917,1.6421714875168105,0.9604602590761304,0.7346858283123974,0.7256254146098297,0.6835000300467385,0.7080521856781931,0.9676132425305592,0.7838680988159419,1.0608060512260546,0.8416820994132392,0.9572983403261622,0.42034680034545174,-0.07068682053678324,-0.08428459318182879,0.25172684943762375,-0.016357688486112233,-0.0892609190090794,0.6236426805249223
6,2.3213290526663313,1.397359532296926,1.0322249732091833,0.43817274830619807,0.8322428130186686,1.124519944921777,0.3406687119895605,0.5731518740939996,0.32257833511155226,0.2410909574038662,0.5080211982101756,0.49312109744113,-0.03533284762137757,0.31125608941858124,0.02489664741372522,0.0,0.20720067534602096,0.2674663497997106,0.4817007325125149,0.04385597681450706
7,4.183527151544064,1.0360340508906982,1.2655172392607585,1.5312144924467967,1.2261020423442315,1.0189932110374484,0.06430837543588325,0.3763696913538658,0.03812095320280273,0.03914005381261849,0.0,0.0,0.0,0.0,0.0,-0.29769766498242045,0.0,0.2773776775675488,0.3213659530368695,0.1826993944034486
8,2.199627723992004,0.7292101238309916,1.1222915079335547,0.21309098056076503,0.8864989149518272,1.4374740031580937,1.2249221433356914,0.8653348094424688,0.8110892675684943,0.9131012505173167,0.0,-0.18379008189719173,0.9361684427436295,0.4787643588929673,1.0230222865297485,0.935026847751953,0.0,0.3659523262083544,0.0,0.11288744172012598
9,1.2873840983263067,1.1977948755541434,1.4312863303246048,1.8746792257964218,0.6251565021565264,0.774356789613495,0.18744139550038907,1.0328691391687845,0.27217924236891583,0.697464981926078,0.0,0.0,0.13160671711340624,0.004090309055394876,-1.7187054532525972,-0.0015136305188588033,0.15331906717440755,0.30714806557207064,0.29825832820057147,0.0
10,2.7576573830702564,1.9670297074209468,1.6144236849049907,1.2845840973141027,1.2872935811401482,0.8868791296396252,0.7097089634065871,0.9888950512801324,0.96793946778222,0.8597087730549416,0.0,0.7991553039308452,0.5945169210683423,0.5818122386262585,0.30916492163466636,0.3558724477716687,-0.21083923595913123,-1.2956811398791184,0.0,0.18825370282010256
