,degree_average,feel_positive,verb_indicatif_future,first_personal_pronoun_sing,textblob_subjectivity,average_clustering,diameter_g0,liwc_émopos,verb_conditionel,textblob_polarity,model_BODY,ON_we,first_personal_pronoun_plur,score_generical_connector_matches,difluencies_score,liwc_émonég,average_shrotest_path_g0,model_DEATH,L2,score_paticules_matches
0,1.4114265832184618,0.9098157810919268,1.150451142211502,1.1727594715230187,0.8399834761657365,0.0,0.6439965505958464,1.338165812107651,0.33516857556425245,0.8805117315261618,1.196184727003319,0.0,1.6795262587718953,0.6443639158514917,0.0,0.11399828717002898,0.1069591397816024,0.7071544903304662,1.2369700771320877,0.3858086260593604
1,2.001624916424626,2.680974878006457,1.013341507137073,0.9036717191506606,1.419764282454665,1.0899597076513103,1.3120074105521733,1.472157482221831,0.82786594738268,1.3821972936495115,0.07185170956548284,0.11865773904296634,0.0,0.5969280307787609,0.7610504787175221,0.9077676376270131,1.2464859281100489,0.0,0.0,0.0
2,3.0003003896443894,1.196201397236736,2.4576921227369843,0.7091283060790912,0.25790139894052405,0.0,1.6625221640050973,1.8963731098796666,0.980614535454445,2.1823860718468504,1.149614141645054,0.727877375071201,0.27486818660228085,0.4595433454450772,0.8734616494569701,0.9446573887683016,0.0,0.7377387999924069,0.5820068501138266,0.4942934498533285
3,0.0,2.3038002537340887,1.3111065150718129,2.7572286467388034,0.1785768308399793,0.1516855789998489,0.8704929682506518,1.1498671218563097,1.3331938003217452,0.40406682705753266,0.6105162493227044,1.910595870341647,1.3863166700095122,0.946013768181324,0.34385101250491146,0.33608422689923334,0.0,0.5764110394496829,0.39221865585544174,0.5168737005392735
4,2.366650554555769,2.5603355136487744,2.073323705813614,1.7384228994788111,0.26052108409119007,2.2453553397891812,0.7504378532497371,0.7140643991915568,0.9122411548217229,0.0,0.9075171559981551,1.4691715864848394,0.16550301756685445,1.138193710793837,0.35754196217286266,1.7188880217703564,1.139455193220992,0.20694166189435043,0.6851329922255116,0.5214439725353298
5,1.1451621290783858,0.4251314121311839,1.2762613667112384,1.5513484748072588,0.5992993960422694,0.8246289566512811,0.5128752042249488,0.4017517608508126,0.9886457795317817,0.4377806953124645,0.22568272040407422,0.9610970015900885,0.6124632434004941,0.9234219811705857,1.0539530019562278,0.35316301288091445,0.3577721014803609,0.6336304075882409,0.8357937774293963,0.4358645909764718
6,1.6372360535443797,1.448695422787784,1.272649420989102,1.8519289663570648,0.47278990737756044,0.0,1.6000546245555756,0.0,0.7008820277505605,0.8747451825489997,0.913146852340634,0.7547529050362,0.8913142784336289,0.25883767726896956,0.6658299685902523,0.018134091498171287,0.2560911657661456,0.3659084042063906,0.6969613282415875,0.5308441435692791
7,0.7103989717776433,3.9960000393501907,1.6211726357407417,2.0602760612832123,0.0,2.230476205254848,0.7640145447488277,1.4673916410780283,1.1407473287531849,0.5437231342298754,0.6140191369300916,0.7604170510861507,1.069797578183499,0.9113084353699399,0.12093410613222368,1.0532287455654685,1.4567182198053412,0.3471335725220135,0.8205031742524693,0.550409221700942
8,2.7320911404711605,0.0,1.5680754975273852,1.528584577171855,0.5797083555338622,0.6040139268298373,0.5489950945039058,0.3045208449647229,1.396174977521148,0.9551307577989891,0.8291679871261997,0.385300160786178,0.536876098013074,0.5727477339511619,1.1926162616507272,0.47658361614879685,0.0,0.30734752453702774,0.2932370068818744,0.5516856739877122
9,1.1988128328287315,2.4651328857520696,1.4732475792651647,1.5930901378663715,0.4821478484333524,0.35183778269379784,2.1813280163741386,1.7537107339087088,0.7530300370035813,1.9524234970513212,0.2904749376645184,1.6628061630690958,0.32369311072514234,0.5332473822521463,0.5587619067973905,1.5786067534897008,0.0,0.9256607061976897,0.18326266468034066,0.4671504726382584
