,textblob_polarity,model_PHYSICAL_SENSATIONS,model_DEATH,ON_generic,second_personal_pronoun,average_shrotest_path_g0,degree_average,ON_someone,model_BODY,difluencies_score,L2,verb_indicatif_imparfait,verb_indicatif_future,textblob_subjectivity,PQP_score,direct_discourse_score,average_clustering,PE,labMT,L1
0,0.023132853357527742,0.02553729858567752,0.021918404865246332,0.022977410641140845,0.019188522902899973,0.024718371813659955,0.026696649049378143,0.02138766759135076,0.016173484022607633,0.02757219586808139,0.022398859095461455,0.01982146719145913,0.021896263563609082,0.0209209969801529,0.020435115137694145,0.021727040798274068,0.015990767446893456,0.018633696528854254,0.018686181120302462,0.017139092013686723
1,0.04087695071117865,0.03786341128046139,0.036582119239459004,0.04162465418191031,0.040128816662168214,0.031859559824993174,0.03320770544567851,0.030382777378761716,0.029789842963303045,0.04022548381708736,0.035845845192243125,0.03638275215035882,0.03707506390594746,0.0417423830802566,0.034786958166102215,0.041350670341572866,0.036447380983754045,0.03350701998025868,0.03239269800708658,0.03568471316286447
2,0.03397433796179395,0.03244425014361921,0.029009333508895764,0.03127138399321393,0.037802325188437874,0.024917044089389932,0.026269852731635103,0.0324442349995733,0.020730775947718046,0.028090034045813728,0.028775112441039398,0.029973198815301486,0.023270556648913365,0.027322092564391744,0.028085391325852395,0.02580623357805053,0.023298466139830127,0.024763255489845367,0.025592257620189816,0.02765565689858015
3,0.04740695170096201,0.05710039755499177,0.04673812424004558,0.048382505972528196,0.036021198089352835,0.04742228760778479,0.04481800574818704,0.03921923892885753,0.03799250641792088,0.039055972453531165,0.042651205145943866,0.05083760521719697,0.03790738554003503,0.046606847961126005,0.03623461644458819,0.029340372079916265,0.036120423314115,0.04132022800562881,0.03606026141809008,0.03596105682718395
4,0.025687452159821614,0.02531636971896788,0.02461020699915962,0.020335222593027617,0.01939234488896704,0.022210865788023833,0.0227307801653994,0.015183562096481194,0.022254717232532636,0.02062201825694109,0.020676779689593333,0.018607108528872478,0.017039940243003714,0.01892564186981173,0.017855103848283087,0.01816808780431433,0.0206984737558675,0.017605723388219672,0.016634188775787748,0.016408441545081382
5,0.03858383948429858,0.04360522642917679,0.038658817076625426,0.03452928829494079,0.04694365993161252,0.03213068194236348,0.029918401232569655,0.027049868533370613,0.030937864574000953,0.04084660080479564,0.027336309764862607,0.037205245076163615,0.023054789703193305,0.0245481798328073,0.024171749472146658,0.024841576037300996,0.022445881311986077,0.02727532371767458,0.028403831430947036,0.021110809977647384
6,0.030840462323608347,0.028160119675830455,0.029111845604511098,0.026648757072892076,0.020902653136933486,0.028387973098331496,0.030289458419352086,0.02545103665017488,0.0286698764990126,0.026193369520932933,0.02733164211019277,0.030095368996194808,0.02795880272811551,0.02103491352313852,0.02257383565121952,0.02103019656774358,0.018178897636422393,0.024744724141208516,0.021424448971870465,0.022459444706070506
7,0.029916050379377227,0.02876030736156867,0.02481997398972315,0.02784490860373904,0.027999101236641247,0.025512390102345517,0.022423208211906867,0.024416875488307635,0.02355593051264261,0.026349926278944228,0.030181401736272883,0.022905600982718686,0.025954845203747575,0.024976357087143294,0.02448612277217729,0.020955132390462705,0.029538401439304446,0.02315410960097952,0.02324493170652305,0.025265630633345797
8,0.03849580943572035,0.04078379944442514,0.04157424951103908,0.04309494670546955,0.036668768093488215,0.036591182263254717,0.03324881064066447,0.04157072720027892,0.035515444224487464,0.02867474926311236,0.036281096974139795,0.0313734172974425,0.04007871060106898,0.03945390597820713,0.026912175210551594,0.03733059993178699,0.03281401610308449,0.03771529783893879,0.0356183329095298,0.02873875476991054
9,0.041083404364712535,0.048762934343935034,0.04439586074611581,0.041037631401173585,0.038882263393903604,0.04468015219941443,0.041945872260821145,0.0351396655510749,0.04274455726403056,0.03582820081958085,0.04184913401906651,0.034455405160897803,0.04186127873587104,0.04061631835134304,0.0299576634496644,0.03381543955327305,0.030376072939642427,0.04062279709585967,0.04109394717839422,0.03235568550619023
10,0.02258236034462686,0.025170920711317733,0.019547547620404105,0.01520943810837089,0.024133150817065643,0.02239646932108111,0.024092632057234713,0.01738283480826222,0.017783572107371505,0.023633063043730116,0.01705508543903849,0.02115744133898811,0.019492444990784407,0.01600816143269012,0.019836772426062795,0.024847512532628676,0.019592749577185636,0.016129820236298414,0.01561374410918061,0.01988896453863487
11,0.042267767202273036,0.042383943598247084,0.039325854171591505,0.033751686436020924,0.04509686032845494,0.025621267852598953,0.028906127222792025,0.02606909241824386,0.02426542323007427,0.037149276851963155,0.02446715347922548,0.03168359693514137,0.024130238393951006,0.03701139979097221,0.0324905293943926,0.03337572354979799,0.022199470374374808,0.025295609316103154,0.025600704265743006,0.02407000997975068
12,0.024680688702695946,0.025557805350487406,0.022617728672917163,0.021254312379178686,0.020731763577898615,0.022287046894321896,0.023563372672309183,0.023459350451020836,0.01961187322643627,0.022815256807988654,0.021912443101254366,0.01951501413266797,0.01819254533142359,0.019103494366814227,0.01970720111578421,0.01819527739407593,0.01912438544980771,0.01929353408133299,0.019464621252312762,0.017042839584664016
13,0.03423278397144022,0.035487122039391736,0.033298752376181746,0.03453897021116364,0.02491199922078486,0.02785518930551243,0.03331516137561757,0.036532227613482814,0.02899589113179272,0.019365312211357316,0.03208148949861666,0.024279670514900868,0.033427972648855005,0.030399710430617184,0.020452036608541863,0.027902057128291184,0.028637842683086973,0.03031367206146855,0.02935555155381632,0.02614003179705338
14,0.02977536629181296,0.03188705843082939,0.03127590833667898,0.030923568226728763,0.0229629500942949,0.03446092375430867,0.037498606414087934,0.027156687890163105,0.02879377354588121,0.02633166642631532,0.02745852341625773,0.02570244344615003,0.020820231623653863,0.026100573614160034,0.022481918790827598,0.03061441219899332,0.027461374755288682,0.024869601461275582,0.026449144869999767,0.026961693211470114
15,0.033962411340597916,0.03243673960127328,0.03363041646784597,0.032240157978852206,0.025631634949765586,0.03217307627910079,0.028239521665372434,0.03066550698179022,0.032224406796563784,0.02370472572322474,0.027696182459500566,0.02888653176904129,0.024264894294400312,0.02627019327944291,0.025296202060744268,0.021057009880855078,0.02400007378586092,0.024264778468932078,0.02295021186241832,0.028221097513456507
16,0.053486130170316566,0.04697400502177623,0.05446874963555894,0.04292642039440937,0.04522253207277335,0.05049513415698647,0.04465428691659573,0.05050135928807876,0.0422074301328074,0.039106116824591516,0.04333970281445713,0.04439666535814804,0.035533355202636625,0.045269155352526326,0.040813344552444494,0.052092683441534136,0.04360210714127094,0.04708715881892352,0.04792804202484383,0.028322219539182077
17,0.03193079834133107,0.028791675915437718,0.02558847008536885,0.030721566164985184,0.026740888746851973,0.03460318898040404,0.031347241973070886,0.028021376084544428,0.020565755115351577,0.026312510504781096,0.035753820629358064,0.02268381054187523,0.031960832317627155,0.022720209882068996,0.025107165784044986,0.01650803541583574,0.030766366560252584,0.02299846580805073,0.02837684749504497,0.027752947719962322
18,0.05223373091033739,0.05380122213126458,0.04346682086811289,0.04763209001368817,0.04926130552071265,0.04657925427966986,0.03637757206780334,0.03323994968894333,0.036852816424697114,0.04017346878824528,0.04052492160553113,0.03923764386358131,0.046501947512970085,0.04620395722958292,0.03846083389783413,0.03337956516430042,0.03547417883399385,0.04541050945930303,0.04096797062973148,0.03339594140938966
19,0.028139659059020255,0.031252036352937766,0.033923946225461694,0.031056832487686464,0.026663864893560617,0.027473084482419224,0.03394307242907597,0.03093617229044829,0.03660914605155892,0.026417457942267568,0.01992995112282339,0.03421171521661888,0.020171387781618106,0.031141057438640245,0.02845550257439541,0.03648429205628839,0.026254869159890677,0.0228706394847256,0.021165387024975304,0.0256963128017004
20,0.048349740303722126,0.051109716832603326,0.04450492394415078,0.04281918606462194,0.03144575637096075,0.03406738577553969,0.04260492410085757,0.04675208247723944,0.04399413574898326,0.02815842558030977,0.038127884682382804,0.0277291294712799,0.045697219218842344,0.04251893709664377,0.02926183036582144,0.04867179130303854,0.0409638455057532,0.04372311919351227,0.03997019569782496,0.03354756348959546
21,0.03277531145686274,0.03599414660342242,0.03561417485512253,0.03461068635838107,0.03916549381320573,0.03040549869799018,0.03513969327443134,0.03177040963672372,0.02300167913705243,0.030563439202494623,0.02386593129132787,0.03115855667870639,0.02700432734379731,0.026795430673059197,0.029929475162007682,0.02467983321689389,0.023789934800235724,0.02834325529579263,0.029287497820432825,0.02540111624319412
22,0.027963782215163168,0.027223750920523572,0.03070895460381355,0.025316806257952195,0.026396383946723067,0.021583058230838986,0.027643021056300926,0.02665963087331304,0.024553667331813248,0.023170924320474826,0.025553001591292684,0.021418578235554514,0.023160379784629884,0.019758792650530547,0.02384528030098334,0.02266564906642613,0.023947058819335284,0.023162418446869518,0.02055942794174227,0.023721489234474973
23,0.03410103569441011,0.03647062959554458,0.036860313714574856,0.0328109203061109,0.027650622986546136,0.03269396073146105,0.0314513406568854,0.034708713527273484,0.031566384669859844,0.037345524301952815,0.026435081712920507,0.041480952602503174,0.021802840410674113,0.025049232776892198,0.026836720915828036,0.03225356697909617,0.03650325993451727,0.022287577315661073,0.025821444779961265,0.031745754323527484
24,0.03724072742550701,0.03409662503183872,0.03948591359577519,0.03235986289341841,0.03393398530055187,0.02546767435767452,0.027255649348681105,0.02929696782518284,0.030634833354094806,0.03258502730219835,0.022660279183668815,0.029438323241433816,0.0230444729494613,0.0354265401508869,0.025527722701796766,0.02940937247224342,0.019564242787800237,0.0238513200007615,0.02351834104932382,0.01915618748218201
25,0.03055297965531235,0.030947766588962325,0.031157002481193335,0.03219394523070375,0.023007272980462984,0.02786339013611275,0.02670483118420658,0.040601112686282616,0.030994466433363718,0.02731316597678289,0.021085445469794847,0.026696922316705382,0.026410817657530786,0.023349702362107337,0.0244222812024717,0.030672567909160543,0.02490313133826717,0.025346989513014687,0.025305044497781752,0.03090823409507813
26,0.02384768082085536,0.02134743666139683,0.023386747866653613,0.01720322388079287,0.02519630168837606,0.017539452788885412,0.020123527350392238,0.018780722784177903,0.020061952077344614,0.01897215511032341,0.01715421240849634,0.013850365693224266,0.01219218982201125,0.01701636976461363,0.018970832587052296,0.015650176043902425,0.013819117466100058,0.016969308470814057,0.015096329998813844,0.017010180632790882
