,degree_average,model_DEATH,feel_positive,model_PHYSICAL_SENSATIONS,L2,L3,model_BODY,textblob_polarity,PE,verb_indicatif_future,liwc_émopos,difluencies_score,labMT,textblob_subjectivity,second_personal_pronoun,score_generical_connector_matches,first_personal_pronoun_plur,verb_conditionel,ON_someone,transitivity
0,0.02595256570897375,0.02316327720197538,0.015503002082929011,0.018151255122696365,0.03384583445917814,0.019702942287549374,0.013543013948947191,0.008388196329120547,0.014286726759746673,0.0,0.007150361832231283,0.019729489218443638,0.01820421404888233,0.005136377712090812,0.0,0.005218842207143705,0.0019364546726768216,0.006482511690507333,0.0,0.0
1,0.0037663063251723865,0.017634989670477805,0.0059661507398511,0.027932763161448135,0.010514240790158506,0.0017631780138860143,0.005193107185885311,0.02972328945063054,0.007677228040837991,0.008710202425718306,0.0073345395891616745,0.018034857485443354,0.004182381087603667,0.013566805279503264,0.008924323250539599,0.0,0.0,0.0143797846455127,0.0,0.01094599996879697
2,0.022403492251100634,0.0,0.003450907737637559,0.010043299043551087,0.019097935624110204,0.004808978263288734,0.018242701381600154,0.01299587551473329,0.02000833268463611,0.0,0.02578758535285791,0.007621520785304408,0.011117930653815467,0.02743657463043929,0.008589115818962458,0.0,0.011028080846493442,0.009893172088389596,0.0069082447200392695,0.005243880908936262
3,0.010829062774156533,0.028522697148844596,0.018516827492043374,0.014265877615660422,0.008395195956341923,0.021023104436695576,0.00916646715020761,0.030057327901323636,0.004310477394610643,0.013542441136824589,0.011325320796730619,0.007993635484327874,0.007733546818296117,0.004575606152415273,0.002269653542898596,0.004357210479676723,0.007565847525373103,0.003139763744858403,0.004758420928070942,0.016281458967054883
4,0.03953356062341481,0.01905991366303837,0.008012146844839058,0.007480222499774149,0.008158226788043977,0.010397402277216312,0.030293942262729013,0.014069524109363555,0.013945617516835533,0.010956049313147862,0.0,0.007480405271053315,0.0,0.007828583846489585,0.016448692979291076,0.005712504675611853,0.0,0.003981566842024524,0.014868155034879843,0.003854176688008008
5,0.009944795689235132,0.006278148290701211,0.01761371257156134,0.005860183008015154,0.023033566199243075,0.0,0.0557089784362664,0.017900889062633117,0.007992999907582999,0.0040083235437050465,0.012855585612356661,0.008605192001443359,0.014516326255475472,0.015695575159043074,0.007045714973161617,0.002412171619944274,0.004491740837693214,0.00929280130347858,0.005574725891153017,0.004986412419006227
6,0.028114301651716245,0.009370444296083106,0.01121255162979166,0.0035644051237031823,0.021434872132105133,0.026213765958944958,0.004537533948818841,0.010608133983487889,0.019641184316016733,0.0,0.007391778849142914,0.014554771496603886,0.005188590675592421,0.02487166204303503,0.0,0.0,0.010588175550103189,0.00427352171111852,0.0,0.01496333853248507
7,0.017599402685649686,0.02329220607783646,0.002452614068984985,0.016822420916209613,0.0117961875187854,0.01679534260928631,0.019364880817631887,0.01804149369243533,0.01597409950941801,0.028521785410121077,0.008977696254849432,0.004495632950216533,0.0,0.003812357466047008,0.011889679760982593,0.0,0.013995563839872676,0.009081496705611546,0.00899247496171544,0.00911583171412349
8,0.025903560400009146,0.022072249187467,0.008283387919577459,0.01165282576577738,0.019119689630965386,0.023522425009558597,0.005123520165681838,0.020947305105471364,0.008559217511986688,0.01116953548478583,0.022187561169266692,0.012081977853551506,0.008043900425235433,0.005138916780861716,0.0,0.0,0.0033728859561185033,0.0,0.005535810799027482,0.0
9,0.017539949358751375,0.01849157973906646,0.02484481432692458,0.0055704334069353835,0.03378322800745566,0.008140350182851157,0.021716814705481133,0.0037556110161046184,0.009260368488728998,0.009370435787985722,0.0,0.012895219036067523,0.015022901732164123,0.0062354550248322396,0.0035572107299230993,0.0036321646136542158,0.016664898107138774,0.00742295457050204,0.0,0.004880063616981109
10,0.0235535696875304,0.03194256094765539,0.006966538727283477,0.017719373923726377,0.006134271098921696,0.026016862925762923,0.005288031679578128,0.01948121274573108,0.0,0.0031970889552806812,0.006429320666939021,0.041559466783578185,0.014737441463395961,0.025839214796821275,0.0,0.0,0.013657537193503237,0.007183275036513805,0.011801697536837312,0.0
11,0.0035452020913362523,0.013734289321737984,0.019675034311289582,0.04083498925374201,0.016607929273198044,0.008424384371532746,0.014281200512312353,0.011350875349715354,0.0,0.004904933651288352,0.009124577018121879,0.00884083485386024,0.0,0.0,0.013874984795538087,0.008560444811979928,0.0,0.002739253230392932,0.012993622717447575,0.0049292939777175575
12,0.01744447260598342,0.023012986112851644,0.013592242872963352,0.017652619024738667,0.03251026614755392,0.013426149066537623,0.013385459614296751,0.018482091031037276,0.0059890393664439505,0.027213280939186603,0.007440532850101589,0.007774732835590837,0.0,0.006797422654926777,0.0036145745671043797,0.0033118773112073524,0.0,0.0,0.007085445064430437,0.006754428097978235
13,0.010607444241642953,0.021503619283127287,0.01786461288233598,0.025541196603327987,0.011722701888531447,0.0068864568894108115,0.009963570270687342,0.004694593833448986,0.005809096912542981,0.02239320384835204,0.0,0.009368271114925544,0.010542275239403046,0.020239041705926265,0.011457021728157995,0.01833093754062429,0.004706878522410988,0.00790864915478354,0.007640717542575049,0.0
14,0.007680360160768031,0.005375710382126271,0.009413905806218585,0.025641563014437756,0.0,0.0,0.02678126919362694,0.010703483446190758,0.005764298010617496,0.015651972786833845,0.003605598004069181,0.01601715013384819,0.008124300315044818,0.040164961954578755,0.008873070577625186,0.010235415251304709,0.0065239545777440065,0.0,0.0,0.002788062427192926
15,0.023430503956973547,0.006113847739994527,0.013134722989052534,0.010554127606873713,0.041297953109256914,0.030470095707414057,0.0,0.032364610860745116,0.015608113060084477,0.006609510607318952,0.0,0.0057743079029023625,0.01493746350581447,0.0,0.004069306496841212,0.015186709752927224,0.015006882431606453,0.005354822129011155,0.0,0.003354416591115294
16,0.012766945425421,0.01834395057925333,0.019688081128833194,0.001420671886454026,0.02934114866144955,0.0,0.012635581846659383,0.023995975212504468,0.0059875114665677125,0.0174167905356735,0.005867262769490479,0.010538579943589867,0.006487653424342474,0.0038873598491773005,0.003491534064213432,0.01628465684906891,0.00799389393720776,0.014103281420655546,0.0,0.013026595907441029
17,0.035571763701116046,0.018105723278907436,0.02729366838869948,0.009064579572528599,0.006622733082622291,0.019400351451088985,0.017602409448474642,0.0,0.0,0.02080845747577648,0.03754653311520815,0.006024245191365479,0.02255016576405615,0.012309290243312721,0.004544954171404242,0.007603887133300303,0.010180365042760965,0.0035308576822280892,0.0,0.0
18,0.014365570646400257,0.03490909900081655,0.019575010869962477,0.027837018808039522,0.0,0.023572495883641145,0.02523000853757064,0.014492945558391509,0.01427257030457259,0.01863326176411162,0.009541482167939347,0.005320947433511418,0.005418574195355178,0.0,0.01680940082855522,0.0,0.008010735735297203,0.008159856462385503,0.004616593239363283,0.0
19,0.007658591356128453,0.018302517978474497,0.012271446137378616,0.049425095771128934,0.017793784544647986,0.009625918398921688,0.0031146573324998214,0.010653084343920151,0.0046967398977528,0.019969111562085647,0.007054951963014899,0.013410128745716066,0.007062492392025887,0.0027854950359712046,0.012279621667228634,0.017309873173944654,0.0,0.0,0.0,0.0
20,0.008822928197681901,0.008223524847843996,0.02327006136936446,0.004709751930087806,0.02432689942419529,0.0,0.018892120178788902,0.013634006214328111,0.014823440387845038,0.04950547165299455,0.014816162607943018,0.00489643944427371,0.012312583270172277,0.0,0.006051873543610174,0.009756808094369868,0.014298382030799982,0.009421846483523646,0.0,0.0035985071274141477
21,0.012459924532100557,0.03336438518886765,0.01522664390752713,0.021884628497684987,0.0,0.02525567847987016,0.03142232497843603,0.022543609671915564,0.0060806708273788285,0.002445486729343731,0.011422918273136021,0.0,0.0098126644367973,0.005126051589846611,0.0047458177227526896,0.003952699902467429,0.0,0.00704116001725197,0.005494122759749494,0.004660723386953274
22,0.015951090886878475,0.0332193119538327,0.012047976770748694,0.004970410030645628,0.005626590549945831,0.027293633687309922,0.011927590983609359,0.01659103264535467,0.005678646316130956,0.004859209261058519,0.002801427050027996,0.0,0.030257759480116272,0.009667194261215628,0.009272199663644034,0.008110678172670307,0.0033802176111688217,0.006643937323242423,0.015216253704546637,0.011922294935832422
23,0.01689441081198553,0.03623051106122632,0.013717009649301571,0.011906838425435128,0.0238669032426551,0.0,0.0,0.0034783262697358915,0.01647367249755189,0.008264057477315267,0.006211058205614488,0.005184151791036129,0.007463159933686259,0.01467639013131459,0.005977156828933709,0.006713901814073326,0.0,0.007726636023571093,0.005868787318468094,0.012470736873646577
24,0.026685641329735513,0.03238780135273311,0.025958757318556302,0.00928713843366131,0.015878504142165187,0.025431384294449036,0.005812268480658531,0.004646447677786151,0.005632640579094489,0.0071018574088811855,0.005724279007719208,0.005959440174202124,0.00530338089292248,0.01988854584346215,0.00458036049082875,0.0072602633571562675,0.0,0.014871493467440213,0.0,0.0058391368985176075
25,0.03003477931876357,0.010467651668936014,0.019114709018419187,0.0028671327698975803,0.00793188965320587,0.02248981477133929,0.011714534870038429,0.005806683748960495,0.017855731583510833,0.005532893971850473,0.0,0.0,0.01370426959792773,0.0,0.0023881089414159455,0.008492946137363708,0.014455608840100465,0.0,0.003551803295811018,0.00830257703860601
26,0.042459913549323866,0.010068147337685029,0.0038940402702428425,0.014281123327091335,0.01386616188411912,0.011742778299997252,0.0068776454553008065,0.022566041029524062,0.01940794585645198,0.009274193318560721,0.008229224011301994,0.014865959540940823,0.009802148452649512,0.00987011733278632,0.00336219769809395,0.0,0.009905608986814819,0.003788140086767573,0.0,0.006237140819430351
27,0.032296150798598926,0.0,0.03544447368662804,0.005598894819617271,0.03826516560465097,0.015812887560576205,0.0,0.009470268877223135,0.0,0.03653129355826725,0.007682005524635312,0.03829193821921944,0.0066461436885098596,0.0,0.0027906586155295363,0.015031706496917948,0.004049718181757876,0.006980540530756116,0.004907413545995951,0.0030001994222402573
28,0.011799192176510893,0.023220982287389533,0.013608864676207304,0.018047507780293626,0.0,0.02702379669932029,0.013629803797851009,0.010752612470338742,0.006095523200929165,0.02686662040402492,0.00787921139318496,0.01818749631196261,0.01854618608392775,0.0,0.004694457778707146,0.003927510023117067,0.009238764749219022,0.0,0.0,0.0042627803608775135
29,0.029074079945450637,0.010671767653897407,0.01194138264656067,0.014553587822864455,0.022231272137568637,0.004865951548330486,0.008343161165869483,0.02035053996865948,0.0,0.010726692275454603,0.02304054988315329,0.0,0.0,0.012041288542871674,0.009951337785149615,0.016838709088973693,0.01732688237385203,0.0035954651087522493,0.006433602562174201,0.009575883455264072
30,0.031490956090545905,0.012850359772021576,0.041993692837655534,0.011902637000195686,0.02395588841537634,0.025395465133090808,0.012977768063545229,0.026236496866991126,0.025833318540826437,0.004775128094168999,0.027468124195933342,0.005737248140076795,0.013673156202149888,0.008821371157964074,0.003591135916610559,0.00654655164324989,0.004437394726555796,0.0,0.0,0.0
31,0.04926766543990624,0.012241208838919798,0.0147093496012191,0.023829086500685662,0.0,0.012744595410923163,0.018900035656988615,0.011910681528660158,0.005630638539791107,0.019648540577851235,0.0050883717102309075,0.004137121952138843,0.004369847059249879,0.010955943500157446,0.007578841371461749,0.0,0.004367959870646396,0.010614584136443837,0.003433622237915794,0.01775152386911213
32,0.0,0.023662020367259784,0.005437166596452394,0.009771017907497787,0.010201036260152858,0.010039508723343415,0.01797437749989331,0.005539397553230328,0.004703247976799806,0.011599945363278191,0.011612167118893313,0.03872396031891307,0.004992356576025486,0.0,0.0057699309739594655,0.012386972724149625,0.0,0.007176430409463746,0.03236354497447611,0.003211744601527851
33,0.018564508201709636,0.006521852155526479,0.033517451949728036,0.027922200787967692,0.013595988562951484,0.0065242437832057475,0.014059952723483241,0.02184659399992476,0.021318993170124794,0.007534489035606383,0.0057526032367410775,0.014478350611714024,0.02276617831705759,0.014474328607320787,0.007113163010838131,0.003966490207239983,0.0,0.0,0.0124173118500039,0.010430871242036422
34,0.0363965556671222,0.019805288526540003,0.012337978161095333,0.010027388027869165,0.015125957685833176,0.02372245485180368,0.0,0.007347361682603758,0.008536319063355524,0.012308783534293377,0.015910732951636117,0.02033665026538074,0.0057633314542472345,0.004056575560476632,0.0018045289539732048,0.007701022597029803,0.008390485627266268,0.0,0.006727631789942582,0.020591732369114945
35,0.025636586434518306,0.015288820744802556,0.022195194638023774,0.028159269817794364,0.0170889789396897,0.021527971633709966,0.03690289575466886,0.011660609185850868,0.008292999118566513,0.01721158597556253,0.006292868432899318,0.014353816610295316,0.010438239490458122,0.004212552499957383,0.0019635824334497246,0.0034894454528888053,0.006065469373638434,0.0,0.005034333750295143,0.008005296455541006
36,0.02626359886024148,0.01752019390991578,0.03904357558240492,0.005306612883384027,0.0,0.019163310534631207,0.02845312315830961,0.02995809863942365,0.010338782588019966,0.012577011962731676,0.021021275257536515,0.0059708482970794036,0.018874714413657786,0.0,0.0025083881088842934,0.008797874941801032,0.0,0.0,0.01199640769992644,0.004468373185023665
37,0.020775349178972346,0.0028261106867964064,0.02464483538114776,0.007343251836796603,0.02492697808146476,0.030572094889047254,0.022458702982713782,0.0,0.006438372861593962,0.006578550696372985,0.013176651551698646,0.019561503646584853,0.01393858192798992,0.005861887186765671,0.0,0.0,0.011222320164864262,0.0,0.005291646774547796,0.016653056027678158
