,x,y,T,U-val,alternative,p-val,RBC,CLES,cohen,power
2,CB_probable,model_DEATH,,914.0,two-sided,0.01097866136505023,0.3405483405483406,0.3297258297258297,-0.5440592834359925,0.6477008865520638
3,CB_probable,model_PHYSICAL_SENSATIONS,,988.0,two-sided,0.03214311048964804,0.28715728715728717,0.3564213564213564,-0.4747877144457723,0.53242541728262
