,textblob_subjectivity,difluencies_score,average_clustering,transitivity,model_DEATH,verb_participe_passe,liwc_émopos,L3,diameter_g0,passive_count_norm,direct_discourse_score,verb_conditionel,model_PHYSICAL_SENSATIONS,verb_indicatif_present,liwc_émonég,first_personal_pronoun_plur,model_BODY,L1,first_personal_pronoun_sing,random
0,4.9496138241372805,1.3116523490015959,2.7215433579523736,0.9695749172863295,2.156985447600974,1.3567885193875262,1.5776961468881296,1.9875053847274364,0.7902489146255378,0.0,0.5937740785023553,0.7650464004089526,0.03562535466958063,0.0,0.8598982875657478,-0.10728574467382833,0.10977772972684181,0.12113621873262305,0.0,1.6004745776439069
1,3.1274586468792704,1.3043011137634022,2.463666629646877,1.5671887346929045,0.584938488038411,0.8893395723153998,0.0,2.0450708985662245,1.0982503654781115,0.39732374001121523,0.0,0.9681360564504107,0.1707321281528561,0.0,0.14733179038542663,0.3432865905613075,0.37991737446739154,0.6897406702710334,0.4421550729816572,-1.5266727149904151
2,4.062522732422324,3.071831721294996,1.9148116700969064,0.9211058730730464,0.7130773371536551,0.5066386571997482,0.9473495545883756,2.7417433409800402,0.5008410309049853,0.6832044338165236,1.2266411266857582,0.37265360756743926,0.1901347632311758,0.0,0.0,0.1702826142718622,0.3684414726770823,0.02993389271811512,-0.04706269147904252,0.0
3,3.2225487917133564,2.1856566941484323,2.499176692260036,1.4915238317227415,0.7488894920757612,0.9901291851299452,1.3535498987047014,0.7159233801046455,0.003112695857866187,0.0,0.9221618527119099,0.5248307023557326,0.8483520289357955,0.6516818241223485,0.16436603378479447,0.02599366598482088,0.014074185621509252,0.5849871302141509,0.0,0.0
4,2.903552035655622,2.1724575023088533,2.5509843588189343,1.281420954906019,1.2603408546959571,0.46762064742707615,1.181858485819178,0.0,0.9774532414309258,0.31328447587012476,0.05767561963509231,0.5547195868153064,0.1879824625309973,0.6064205612263022,0.4720259912849489,0.49630071659084374,0.5985907181062792,0.025424064865865556,1.2131507966576454,1.095669292353184
5,3.3183533971720482,1.7381652839894506,1.6265043938307144,1.0493648798782915,0.9447748221292191,1.1940828546872602,1.3558825837008048,1.615081072401138,0.22848974731378602,0.0,0.9723198686549284,0.4975963432053564,0.5145021981569916,1.2472535692540956,0.18872508903892216,0.3259907686015395,0.0,0.18365302700134353,0.07564577179755977,-0.43343248645386295
6,3.558332215597453,1.4082386600970331,1.259728027245604,1.0967207150751463,0.8767992610427228,0.0,1.7295940061735566,0.25785871986096376,0.6142697067205549,0.0,1.2585714030275592,0.11466547311696906,0.7237920561742226,0.0,0.8271857609033451,0.8443815936376164,0.002867426521464459,0.0,0.0,0.0
7,4.100623909171457,3.0387235845987663,0.9816615701924652,1.549473983809406,0.9833934254955726,1.4291517022705418,0.20999653910168692,1.2906573908223762,0.25030742322588506,0.34908483460409007,0.07425037397082884,0.21621276302172363,0.8875671758922661,0.0,0.0,-0.48285837581856833,0.008284766305393307,0.08927867149678222,1.1667796906964643,2.831080893568023
8,4.383805208169708,1.0718169924917398,1.8627242999371862,0.7513784337625905,2.1415668667232612,0.9587800263877818,0.3303656458219251,2.1941320180245407,0.5453198336597471,0.011360750794999739,0.40374757608542583,0.8466282131718338,-0.25736937529918924,0.0,0.5869068440698962,0.6670926987230326,0.10274169433914976,-0.2801609406200034,0.0,-4.918449954529001
9,1.6515217003684326,1.924172966413847,2.8968723751781886,1.1569201163205312,0.7833610560686757,0.8197497723588664,0.13499808928539747,0.0,0.5341217880880259,0.0,0.7511621736713692,1.0380947642606184,0.47598362705740394,0.0,3.330254725501327,0.12262238579516317,0.0,0.7807904714630763,0.0,1.312346954480962
