,auc,precision,recall,accuracy,balanced_accuracy,f1_weighted,f1_macro,f1_micro,dataset
0,0.5432098765432098,0.8143540669856459,0.6,0.6,0.4814814814814815,0.6795031055900621,0.44099378881987583,0.6,test
1,0.7160493827160493,0.8306818181818181,0.7,0.7,0.537037037037037,0.7528756957328386,0.4990723562152134,0.7,test
2,0.4197530864197531,0.8143540669856459,0.6,0.6,0.4814814814814815,0.6795031055900621,0.44099378881987583,0.6,test
3,0.6666666666666666,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
4,0.6296296296296295,0.8533333333333333,0.5333333333333333,0.5333333333333333,0.5925925925925926,0.6222222222222223,0.4444444444444445,0.5333333333333333,test
5,0.5308641975308641,0.8425339366515837,0.4666666666666667,0.4666666666666667,0.5555555555555556,0.56,0.4,0.4666666666666667,test
6,0.6049382716049383,0.8624434389140271,0.6,0.6,0.6296296296296295,0.6795454545454545,0.4886363636363636,0.6,test
7,0.7283950617283951,0.8306818181818181,0.7,0.7,0.537037037037037,0.7528756957328386,0.4990723562152134,0.7,test
8,0.5679012345679013,0.8253968253968254,0.6666666666666666,0.6666666666666666,0.5185185185185185,0.7291666666666667,0.4791666666666667,0.6666666666666666,test
9,0.2962962962962963,0.7772727272727273,0.6333333333333333,0.6333333333333333,0.35185185185185186,0.6979591836734694,0.3877551020408163,0.6333333333333333,test
10,0.691358024691358,0.8360248447204968,0.7333333333333333,0.7333333333333333,0.5555555555555556,0.776,0.52,0.7333333333333333,test
11,0.45679012345679015,0.8200000000000001,0.6333333333333333,0.6333333333333333,0.5,0.7047463175122749,0.45990180032733224,0.6333333333333333,test
12,0.5679012345679013,0.7776785714285714,0.43333333333333335,0.43333333333333335,0.38888888888888884,0.5373555840821567,0.34531450577663675,0.43333333333333335,test
13,0.7777777777777778,0.8840909090909091,0.7666666666666667,0.7666666666666667,0.7222222222222222,0.8077922077922078,0.6103896103896105,0.7666666666666667,test
14,0.691358024691358,0.8580357142857142,0.5666666666666667,0.5666666666666667,0.6111111111111112,0.651436388508892,0.466484268125855,0.5666666666666667,test
15,0.7901234567901234,0.8894409937888199,0.8,0.8,0.7407407407407407,0.8320000000000001,0.6400000000000001,0.8000000000000002,test
16,0.6790123456790125,0.8793650793650793,0.7333333333333333,0.7333333333333333,0.7037037037037037,0.7833333333333333,0.5833333333333334,0.7333333333333333,test
17,0.35802469135802467,0.8018099547511313,0.5333333333333333,0.5333333333333333,0.4444444444444444,0.6261363636363637,0.40340909090909094,0.5333333333333333,test
18,0.7530864197530864,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
19,0.40740740740740744,0.8083333333333333,0.5666666666666667,0.5666666666666667,0.4629629629629629,0.6533333333333332,0.42222222222222217,0.5666666666666667,test
20,0.3950617283950617,0.7875,0.7,0.7,0.3888888888888889,0.7411764705882354,0.411764705882353,0.7,test
21,0.46913580246913583,0.7826086956521738,0.6666666666666666,0.6666666666666666,0.37037037037037035,0.72,0.39999999999999997,0.6666666666666666,test
22,0.5555555555555556,0.8143540669856459,0.6,0.6,0.4814814814814815,0.6795031055900621,0.44099378881987583,0.6,test
23,0.41975308641975306,0.7714285714285715,0.6,0.6,0.3333333333333333,0.675,0.375,0.6,test
24,0.8518518518518519,0.875,0.7,0.7,0.6851851851851851,0.7584288052373159,0.55810147299509,0.7,test
25,0.6790123456790124,0.8793650793650793,0.7333333333333333,0.7333333333333333,0.7037037037037037,0.7833333333333333,0.5833333333333334,0.7333333333333333,test
26,0.5061728395061729,0.7875,0.7,0.7,0.3888888888888889,0.7411764705882354,0.411764705882353,0.7,test
27,0.7407407407407407,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
28,0.6296296296296297,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
29,0.5925925925925927,0.8580357142857142,0.5666666666666667,0.5666666666666667,0.6111111111111112,0.651436388508892,0.466484268125855,0.5666666666666667,test
30,0.7901234567901234,0.8580357142857142,0.5666666666666667,0.5666666666666667,0.6111111111111112,0.651436388508892,0.466484268125855,0.5666666666666667,test
31,0.5061728395061729,0.765,0.5666666666666667,0.5666666666666667,0.3148148148148148,0.651063829787234,0.3617021276595745,0.5666666666666667,test
32,0.5925925925925927,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
33,0.654320987654321,0.8416666666666667,0.7666666666666667,0.7666666666666667,0.5740740740740741,0.7986928104575164,0.5424836601307189,0.7666666666666667,test
34,0.5432098765432098,0.8416666666666667,0.7666666666666667,0.7666666666666667,0.5740740740740741,0.7986928104575164,0.5424836601307189,0.7666666666666667,test
35,0.7901234567901234,0.8580357142857142,0.5666666666666667,0.5666666666666667,0.6111111111111112,0.651436388508892,0.466484268125855,0.5666666666666667,test
36,0.6049382716049383,0.8580357142857142,0.5666666666666667,0.5666666666666667,0.6111111111111112,0.651436388508892,0.466484268125855,0.5666666666666667,test
37,0.3703703703703704,0.8200000000000001,0.6333333333333333,0.6333333333333333,0.5,0.7047463175122749,0.45990180032733224,0.6333333333333333,test
38,0.6790123456790125,0.8793650793650793,0.7333333333333333,0.7333333333333333,0.7037037037037037,0.7833333333333333,0.5833333333333334,0.7333333333333333,test
39,0.3950617283950617,0.7875,0.7,0.7,0.3888888888888889,0.7411764705882354,0.411764705882353,0.7,test
40,0.6049382716049383,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
41,0.617283950617284,0.8253968253968254,0.6666666666666666,0.6666666666666666,0.5185185185185185,0.7291666666666667,0.4791666666666667,0.6666666666666666,test
42,0.6049382716049383,0.8793650793650793,0.7333333333333333,0.7333333333333333,0.7037037037037037,0.7833333333333333,0.5833333333333334,0.7333333333333333,test
43,0.5925925925925926,0.8482142857142858,0.5,0.5,0.5740740740740741,0.5917843388960206,0.42233632862644416,0.5,test
44,0.6049382716049383,0.8200000000000001,0.6333333333333333,0.6333333333333333,0.5,0.7047463175122749,0.45990180032733224,0.6333333333333333,test
45,0.345679012345679,0.7578947368421053,0.5333333333333333,0.5333333333333333,0.2962962962962963,0.6260869565217391,0.34782608695652173,0.5333333333333333,test
46,0.4938271604938272,0.8143540669856459,0.6,0.6,0.4814814814814815,0.6795031055900621,0.44099378881987583,0.6,test
47,0.3950617283950617,0.8083333333333333,0.5666666666666667,0.5666666666666667,0.4629629629629629,0.6533333333333332,0.42222222222222217,0.5666666666666667,test
48,0.4938271604938272,0.8083333333333333,0.5666666666666667,0.5666666666666667,0.4629629629629629,0.6533333333333332,0.42222222222222217,0.5666666666666667,test
49,0.8024691358024691,0.8666666666666667,0.6333333333333333,0.6333333333333333,0.6481481481481481,0.7066666666666668,0.5111111111111112,0.6333333333333333,test
50,0.5432098765432098,0.8200000000000001,0.6333333333333333,0.6333333333333333,0.5,0.7047463175122749,0.45990180032733224,0.6333333333333333,test
51,0.5061728395061729,0.8143540669856459,0.6,0.6,0.4814814814814815,0.6795031055900621,0.44099378881987583,0.6,test
52,0.6049382716049383,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
53,0.728395061728395,0.8580357142857142,0.5666666666666667,0.5666666666666667,0.6111111111111112,0.651436388508892,0.466484268125855,0.5666666666666667,test
54,0.3827160493827161,0.8200000000000001,0.6333333333333333,0.6333333333333333,0.5,0.7047463175122749,0.45990180032733224,0.6333333333333333,test
55,0.7654320987654322,0.8480000000000001,0.8,0.8,0.5925925925925926,0.8211538461538461,0.5673076923076923,0.8000000000000002,test
56,0.6049382716049383,0.8360248447204968,0.7333333333333333,0.7333333333333333,0.5555555555555556,0.776,0.52,0.7333333333333333,test
57,0.5061728395061729,0.8143540669856459,0.6,0.6,0.4814814814814815,0.6795031055900621,0.44099378881987583,0.6,test
58,0.6172839506172839,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
59,0.5432098765432098,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
60,0.37037037037037035,0.7826086956521738,0.6666666666666666,0.6666666666666666,0.37037037037037035,0.72,0.39999999999999997,0.6666666666666666,test
61,0.7283950617283951,0.8360248447204968,0.7333333333333333,0.7333333333333333,0.5555555555555556,0.776,0.52,0.7333333333333333,test
62,0.5308641975308643,0.8840909090909091,0.7666666666666667,0.7666666666666667,0.7222222222222222,0.8077922077922078,0.6103896103896105,0.7666666666666667,test
63,0.5308641975308642,0.8580357142857142,0.5666666666666667,0.5666666666666667,0.6111111111111112,0.651436388508892,0.466484268125855,0.5666666666666667,test
64,0.5802469135802469,0.8580357142857142,0.5666666666666667,0.5666666666666667,0.6111111111111112,0.651436388508892,0.466484268125855,0.5666666666666667,test
65,0.16049382716049382,0.7772727272727273,0.6333333333333333,0.6333333333333333,0.35185185185185186,0.6979591836734694,0.3877551020408163,0.6333333333333333,test
66,0.7037037037037037,0.8793650793650793,0.7333333333333333,0.7333333333333333,0.7037037037037037,0.7833333333333333,0.5833333333333334,0.7333333333333333,test
67,0.5679012345679012,0.875,0.7,0.7,0.6851851851851851,0.7584288052373159,0.55810147299509,0.7,test
68,0.7530864197530864,0.8306818181818181,0.7,0.7,0.537037037037037,0.7528756957328386,0.4990723562152134,0.7,test
69,0.8518518518518519,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
70,0.5679012345679013,0.8143540669856459,0.6,0.6,0.4814814814814815,0.6795031055900621,0.44099378881987583,0.6,test
71,0.5802469135802469,0.836111111111111,0.43333333333333335,0.43333333333333335,0.537037037037037,0.5267399267399268,0.3772893772893773,0.43333333333333335,test
72,0.40740740740740744,0.7772727272727273,0.6333333333333333,0.6333333333333333,0.35185185185185186,0.6979591836734694,0.3877551020408163,0.6333333333333333,test
73,0.41975308641975306,0.7772727272727273,0.6333333333333333,0.6333333333333333,0.35185185185185186,0.6979591836734694,0.3877551020408163,0.6333333333333333,test
74,0.6666666666666667,0.8306818181818181,0.7,0.7,0.537037037037037,0.7528756957328386,0.4990723562152134,0.7,test
75,0.617283950617284,0.875,0.7,0.7,0.6851851851851851,0.7584288052373159,0.55810147299509,0.7,test
76,0.4197530864197531,0.792,0.7333333333333333,0.7333333333333333,0.4074074074074074,0.7615384615384616,0.4230769230769231,0.7333333333333333,test
77,0.6049382716049383,0.8482142857142858,0.5,0.5,0.5740740740740741,0.5917843388960206,0.42233632862644416,0.5,test
78,0.6049382716049383,0.8083333333333333,0.5666666666666667,0.5666666666666667,0.4629629629629629,0.6533333333333332,0.42222222222222217,0.5666666666666667,test
79,0.8518518518518519,0.8708133971291866,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7329192546583851,0.5341614906832298,0.6666666666666666,test
80,0.5432098765432098,0.8360248447204968,0.7333333333333333,0.7333333333333333,0.5555555555555556,0.776,0.52,0.7333333333333333,test
81,0.6419753086419754,0.8840909090909091,0.7666666666666667,0.7666666666666667,0.7222222222222222,0.8077922077922078,0.6103896103896105,0.7666666666666667,test
82,0.4814814814814815,0.8200000000000001,0.6333333333333333,0.6333333333333333,0.5,0.7047463175122749,0.45990180032733224,0.6333333333333333,test
83,0.40740740740740744,0.8200000000000001,0.6333333333333333,0.6333333333333333,0.5,0.7047463175122749,0.45990180032733224,0.6333333333333333,test
84,0.6049382716049383,0.8557692307692307,0.8333333333333334,0.8333333333333334,0.611111111111111,0.8436657681940701,0.5956873315363882,0.8333333333333334,test
85,0.3580246913580247,0.8083333333333333,0.5666666666666667,0.5666666666666667,0.4629629629629629,0.6533333333333332,0.42222222222222217,0.5666666666666667,test
