,model_DEATH,difluencies_score,model_BODY,score_parenthetique_matches,score_paticules_matches,random,average_clustering,model_PHYSICAL_SENSATIONS,third_personal_pronoun,degree_average,L1,liwc_émopos,direct_discourse_score,first_personal_pronoun_plur,verb_participe_passe,textblob_subjectivity,ON_generic,L3,score_temporal_connector_matches,PQP_score
0,0.00811895844526589,0.03117997555729623,0.016501082178205253,0.0,0.008230850663036108,0.0,0.0,0.006958420265000312,0.005795988391774399,0.018741865546132122,0.004027419083286077,0.009426264179249605,0.0,0.012686585331335664,0.008227041227743032,0.002675852183019742,0.003936780941983063,0.004882946696753306,0.003293504914889734,0.021646589744215204
1,0.0355882531804964,0.011666950047016143,0.0215146261882037,0.03561080900424471,0.010743830999049046,0.004563903152011336,0.0032129165902733806,0.013666942144278436,0.0050483446860065066,0.0028424138110131033,0.007364091579802334,0.009298866944697996,0.00545274626696482,0.0,0.012397861814592032,0.017815241479004425,0.006086842449692388,0.0125765254193296,0.002645242716185749,0.0
2,0.01675356017053127,0.021468187713840358,0.004082569678624472,0.0,0.005887576123233885,0.023468312313469752,0.033428804224512235,0.007623424551915377,0.020689466315321616,0.007954632457500947,0.0,0.005085160469636323,0.0,0.0,0.003737020171713084,0.019437264604183536,0.010179008790602285,0.014334920541693765,0.007323966704619431,0.003784494182094931
3,0.05727625190714995,0.014727150942354146,0.0,0.003751067236065863,0.015633532646733023,0.0058563674725592135,0.0,0.010805708010991417,0.00446468067665895,0.013988835039393351,0.013359123751521111,0.0,0.0,0.0,0.007409071318805219,0.005886462279284994,0.004496182534843685,0.006272543947833279,0.0,0.004841855261474848
4,0.006924346923828126,0.01961349410253266,0.011084653958678246,0.01525214297510683,0.024920270991201206,0.014110330104051778,0.008840784537295499,0.011902121774541832,0.008002271249890327,0.0,0.006436491957865655,0.0073567279560181,0.0032848177614311375,0.008233368087870379,0.002013157941401004,0.003482963248466452,0.01098694786305229,0.005663004703819752,0.015314996372908353,0.0
5,0.02071328623903294,0.013452026080650586,0.011845103892032057,0.014484098720674713,0.01308085317956284,0.011492920636509854,0.014769583749895288,0.007330869557956852,0.014449886380694808,0.003651567046840985,0.005415754940360784,0.0036962450413654245,0.009705576180169982,0.00444846152770333,0.0040718156940614215,0.008520082832934952,0.004626955986022949,0.010666989880303545,0.0035321098348746697,0.0
6,0.008754244235654674,0.011531126714621979,0.008062966315075757,0.010199514104053379,0.007167037152219567,0.007581649860367179,0.006399046070873738,0.006619703949739534,0.003351229748378196,0.010092673337707915,0.0,0.0076615212857723235,0.004135773181915283,0.0076857750614484155,0.020610647313607233,0.014476034839482354,0.006008498672395945,0.0,0.003935750301306447,0.0024649798485140016
7,0.027658239626325666,0.021718591049623974,0.021298408027117455,0.013289867526075489,0.005323520421981812,0.003321462649852038,0.016823066668584945,0.007138689323638879,0.0,0.006804466004172958,0.0074606254100799555,0.008233600938692692,0.00701310880233844,0.004521396045883499,0.004412853347137569,0.0,0.006438820420453947,0.003986113607883454,0.0,0.0012517874554420513
8,0.05089238953248909,0.010491985293726127,0.00569302616547793,0.030759020010475074,0.0,0.007480749027027434,0.004997850654646754,0.0,0.005048363449672859,0.008538723379683992,0.0035757962136218962,0.0,0.0053077967974046875,0.004488213215644159,0.0,0.012401756189608327,0.009288176101942854,0.004119046267122029,0.002693124185316265,0.0039345283452421435
9,0.004577049950758614,0.003319844243427117,0.007444163736732056,0.009644631979366143,0.029448770434362812,0.006172177450110517,0.007004335845354942,0.01157342651424309,0.006334510035812856,0.0051034785807132724,0.007957091488565009,0.014819698859006166,0.002700860677286982,0.0,0.004373920084908605,0.0,0.0054074485525488864,0.021237665895372626,0.002865235042913507,0.0031730769644491372
10,0.02398790781696637,0.005297227278351782,0.01020850877867391,0.010450382295995951,0.0,0.030511723559349772,0.005438449207072456,0.00811709834014376,0.006987579988626142,0.0,0.0,0.010410798859782518,0.005633658351997534,0.026959360832038023,0.0,0.0,0.0,0.005647526246805984,0.006566027636329333,0.0
11,0.022422969458003837,0.0,0.0052216615751385686,0.0,0.010824481841797629,0.009761836741119618,0.006052788191785416,0.005190734970072903,0.010815627582681675,0.008756949669991932,0.00675239654816687,0.002124290514737367,0.019312596464529635,0.0024346961608777444,0.0034802667796611786,0.0,0.004228597196439902,0.0,0.01245887505790839,0.00925041656692823
12,0.024397929435285425,0.008343985731713474,0.013903133324968323,0.011452366200741375,0.02344310986918087,0.004484205176432927,0.0,0.00648805680591613,0.0,0.007061755750328305,0.00592430313397199,0.009893644985898089,0.0,0.006641606732737273,0.012215145650009314,0.00899851601632933,0.0,0.003929884672630577,0.0,0.003610449427117904
13,0.006057385466216754,0.01572738890334343,0.0,0.012719656725414096,0.005020692165940999,0.0,0.006856282523212331,0.00914396578787516,0.011047201458985604,0.005324280176622174,0.008265559673309325,0.02099826318087677,0.0052232545117537185,0.0036131491999452313,0.005045614723426601,0.007415480162948368,0.0052138578267768,0.007255812323962651,0.0,0.005425484000084302
14,0.019572670117175825,0.008049621403217319,0.0,0.006253836280976732,0.007111227189501125,0.004100517461697259,0.009303005772332347,0.004495231924888988,0.0,0.0029040569490753117,0.0032498694610161075,0.011873841751366854,0.0027049298882484444,0.004354217149317263,0.00591547232090185,0.009663589329769216,0.007917631513594337,0.0064736842587590215,0.009087438527029009,0.010465518443534771
15,0.014950516773387787,0.015624662435147913,0.0031164619994039334,0.025857701215737806,0.009920005639859782,0.030688319558898607,0.014947390349271396,0.006244389577768747,0.03555342411715536,0.006341431668028235,0.004880159349025538,0.0,0.0,0.00825351670353363,0.0,0.009304975026597577,0.0088816104043896,0.0,0.005940027302131057,0.010052325550466779
16,0.034235676956052584,0.025982282881004116,0.01117858619630958,0.009863886525699247,0.018267099104200803,0.0,0.014518088394465549,0.011395344690109294,0.019423207766686875,0.0042674416167040674,0.0013861052083472406,0.0,0.004119807471676419,0.010770261648421485,0.0,0.003483290821313859,0.0026250774607372773,0.005334729518741367,0.006606358509200315,0.007223017209519942
