,average_clustering,difluencies_score,score_paticules_matches,verb_participe_passe,first_personal_pronoun_plur,L2,degree_average,model_DEATH,L3,liwc_émonég,ON_someone,PQP_score,model_PHYSICAL_SENSATIONS,average_shrotest_path_g0,random,score_parenthetique_matches,verb_indicatif_present,score_onomatopes_matches,feel_positive,third_personal_pronoun
0,0.03498134856333518,0.03348673128523842,0.03455541651553944,0.03141533801314148,0.028623799657876158,0.036665083130224804,0.02959924589312804,0.02770194513557613,0.02711982869202252,0.025476418473830146,0.031987698215093854,0.020131077770630803,0.02758926151606427,0.025714576343158664,0.016445804804663695,0.02220912322150355,0.01974641782062509,0.027169034103920058,0.03187212247904961,0.019791186501903164
1,0.021060508535068495,0.022122667211862325,0.02122326065765206,0.02919586778584325,0.025344197714437276,0.016990009747360865,0.01441651026533437,0.02120542507431116,0.02030333126502384,0.022238437174352046,0.015006707421699867,0.021299980856916523,0.02348986879250455,0.021238625866054774,0.026311812559000378,0.022441117679910895,0.024518886111654946,0.021492854882139308,0.02093918094508257,0.020339117478292833
2,0.02434466249641599,0.022776231626476972,0.028872277458379666,0.029900272322636017,0.02830037067615056,0.018508874144305274,0.022766596862719445,0.021929044138232053,0.022432246361569843,0.026177648306252677,0.02162855733540307,0.025325307812924223,0.01978657369797161,0.02372052864733716,0.029274993720140068,0.021354430477965473,0.023648351761218295,0.024189486043624323,0.024864367228044686,0.02684807199161323
3,0.02351810834109946,0.02117442606461781,0.019419730038016156,0.02596586701889452,0.019340153094342945,0.020243999981210972,0.018872798980568133,0.02350272050704911,0.02279135458743413,0.018306957021432226,0.01522505472072245,0.015528597573908622,0.01817244119936057,0.019983151742015155,0.016238539866872792,0.017316656363689963,0.02177093384204675,0.015272591430078862,0.018205194214304755,0.013860390607220304
4,0.021166628648245853,0.019788908478923516,0.026411443573398242,0.019581155963486203,0.020118191425876834,0.026591429668317592,0.02072262174384437,0.01829871696207248,0.016430016873794348,0.020795170492471485,0.02393552942589509,0.016986704189717802,0.016159860966568414,0.02039252505763815,0.015666555126843344,0.01672467114096521,0.018942886282201418,0.016986483419716418,0.023682321432449336,0.021871761408923066
5,0.02865248979560437,0.03672946018504949,0.038502690031352975,0.03498181016968521,0.025320828794428492,0.03301548263847642,0.027173282795065614,0.031265338032218946,0.025312366926134,0.030681479775068046,0.026936196911468577,0.024323993422060812,0.03440479856002229,0.028033877586913638,0.0319840585233567,0.02437471853394416,0.02145894484142793,0.017599621762991822,0.03056126864600666,0.029181106107253347
6,0.021002765363664383,0.01914229654074335,0.01891879646674461,0.018429106012078793,0.013280725813496905,0.01809020295649965,0.02146845551081717,0.017967795648481364,0.019037189143219963,0.015122458970304396,0.01604516974946807,0.01920274361712212,0.01632917111457816,0.012796177685136844,0.017136327948043657,0.01643875649064439,0.013861250168000818,0.02086071829141182,0.01683257289139108,0.013062228153390488
7,0.02183610918224822,0.0213098553395539,0.014919793116600659,0.016283330499943235,0.015572410220409831,0.02142870782323368,0.020606952241479747,0.013054328057961993,0.020573986000003784,0.017327560779826758,0.01640041643746319,0.01142243148060294,0.015616856825284802,0.015292058915258542,0.007927240252201357,0.018019432489671233,0.019116917323910302,0.016098563409419526,0.016494829170756304,0.01958302479229736
8,0.025423681321204223,0.02272933085080363,0.025375151901496005,0.019941058542080326,0.02532494867262992,0.02227602351481986,0.020969943362923304,0.01792339147121787,0.024226834361455524,0.015913167943482524,0.02226773046691072,0.015808586218316215,0.01524601367068293,0.02106289432732756,0.008129193748215652,0.01973268944352547,0.012255549585853077,0.020683579128225188,0.017894026085414384,0.017289450774470836
9,0.023339293730192914,0.022486676416034943,0.01883057024173302,0.02053839263189644,0.025652586390824895,0.019747352172975366,0.025869156254126117,0.020624838827891654,0.01939330378342753,0.018886766444092123,0.015676371026572097,0.017255914159530927,0.022590298739767173,0.019038368127049538,0.02243373531551196,0.022207980872265658,0.02344167179019949,0.024152303545651534,0.019218058730354492,0.017772585639322033
10,0.025444510514721616,0.025239178481934497,0.02890726497823076,0.028260056050014457,0.030912213396099637,0.025146586517233307,0.020835464754942728,0.019852443522851107,0.016547605047941668,0.0219384048450011,0.02885458871554522,0.017747247543912464,0.02811391323621621,0.024222088333161744,0.023216795575449433,0.025742324484169084,0.02473903281657526,0.021355253871378984,0.02324362974789425,0.02006677955554536
11,0.024650584997349963,0.02935090472744727,0.02238112106953772,0.018509904938801273,0.023068060089133067,0.01935498563782189,0.016357017393364082,0.018808544357824593,0.017307512963127217,0.01839078161756396,0.01350450182112379,0.018035275897805292,0.016467547033975044,0.022770960781339583,0.02463374641525581,0.022010425359011175,0.02387955346926655,0.0192672580182755,0.02100129878228226,0.022430996294537004
12,0.028713880770213817,0.026274101901258153,0.02314531848037532,0.022794564049658867,0.028663015124425248,0.022553005083184294,0.02391602141791481,0.020388481476247892,0.016491165111987085,0.015676697721464558,0.02442540089554334,0.022378096795947457,0.019283464464935347,0.01797903481270697,0.02958693871347004,0.02126997143848555,0.032389412477121814,0.022161118493400564,0.019172628217565237,0.02424737239988681
13,0.020314482254740543,0.02458903659092416,0.023549068476966514,0.022984508485836334,0.024970434718553324,0.024821328836612512,0.01733246415495565,0.021590758408615376,0.014567837292904841,0.020299999294832585,0.02345821967235758,0.02376320501137794,0.02217339594908804,0.014780821353411785,0.02042468552403106,0.01798097591684379,0.01715374169194016,0.018726301428364525,0.017365802581623156,0.021204145248286416
14,0.02743608356863054,0.028627403287970275,0.026354095903734817,0.02928275515119908,0.02114067379109113,0.022512798210584523,0.020081092405148444,0.029380667952816634,0.02069222509520296,0.02223786434721044,0.020933264999384044,0.027979998448238123,0.021763138485548887,0.01843547596528548,0.018766559357482848,0.02222454612110364,0.023566088662262574,0.015044839274258884,0.015146973704350466,0.017522958891658974
15,0.01859666081582893,0.019684086100426143,0.023351874433301705,0.020516733013644546,0.016428644896742076,0.01660075003583626,0.019012931047720567,0.020025302768048488,0.01675170087942341,0.020405495486824986,0.021209288525845707,0.017478525260160183,0.017657541670611954,0.019824036743802544,0.013959064065678126,0.01646823516804932,0.01508998733985425,0.01749792783375972,0.02016991128291979,0.01744503234200491
16,0.019048664970933264,0.021008144580650215,0.021618292870074607,0.02191865077966208,0.018367005773850868,0.013656370522620573,0.015178033596977829,0.02278273640422339,0.019315522384697286,0.02040578818857055,0.01762234637435121,0.01784188077743247,0.013532197548185389,0.012704153757961566,0.017778316973000804,0.018774093254111928,0.014115489588150346,0.01599069015234061,0.015643216959701847,0.015910430241465476
17,0.019783467139179525,0.023321096638608,0.02240980274293352,0.019130691053792084,0.018921905952474602,0.01978668734224605,0.014386401719435508,0.020860781981857007,0.01685010934259939,0.013503075722156671,0.01855963999119758,0.015477000849564946,0.016008586616426065,0.0179919805000753,0.012866713509351915,0.01508860422922711,0.013527897490403543,0.014280422720450964,0.015272835524528036,0.013655663476044902
18,0.02596959162545302,0.0271850440703638,0.019369178908009384,0.023697221389956096,0.016443412738498534,0.0239276405198177,0.020661194268159024,0.024019147861587656,0.01800857468466603,0.021324766573562862,0.022361047142975456,0.020238218613567376,0.01970153168026264,0.019842659966598127,0.027888043018823264,0.020121972410949505,0.020240871451587344,0.016663923800212546,0.018060925677442604,0.017261801635695788
19,0.018474684781586398,0.022088185476673943,0.022971127934634974,0.024276478896339722,0.017436382812863964,0.019926028031722706,0.02144315932658874,0.021453128853487838,0.021855670776489432,0.021234350202595162,0.018686465432863706,0.015894753034729543,0.01550601336418778,0.02003601411763639,0.016665325610061312,0.016245132875716543,0.01693093009819957,0.014590180439844098,0.017012408803165176,0.01725251343808858
20,0.020844116767573608,0.017991584402763616,0.01855822852298165,0.0173218271233391,0.014473724654623132,0.017647407627044174,0.019072593704958243,0.015233445615136164,0.016278231309445317,0.013411430274123913,0.013908594224705886,0.019753061277826372,0.018233339715929792,0.01754634010429642,0.011197926228255982,0.018334546538618844,0.019134519889168186,0.021186215935982515,0.014449389056589754,0.013153781044141891
21,0.019223088953111415,0.022857654146884395,0.02105046682252144,0.024099504891541335,0.02409800443062483,0.022385632071970037,0.023447709689495687,0.020343477271724933,0.01986325830794482,0.019251377775852424,0.01632713570965379,0.017386394438463258,0.022750029893801784,0.015040980820286336,0.016440204229682967,0.01989181550539767,0.015518672706215066,0.017781138303566212,0.015491299118331973,0.01583001435923953
