,PQP_score,model_BODY,verb_participe_passe,ON_generic,direct_discourse_score,first_personal_pronoun_sing,degree_average,score_paticules_matches,difluencies_score,ON_someone,liwc_émonég,transitivity,passive_count_norm,labMT,model_PHYSICAL_SENSATIONS,random,verb_indicatif_present,PE,liwc_émopos,L3
0,0.04228886088800071,0.03580138236629866,0.04105016551857837,0.028095440262534226,0.027933810432639122,0.02636382388938626,0.025300122603586803,0.028190390185755823,0.033897080343909404,0.027635576295617612,0.03169356031985735,0.018177764737166063,0.020469359148436443,0.03350509407417299,0.028401945395014602,0.018571539029833065,0.023286445479497046,0.026470433047240553,0.033436925286323395,0.028840885983151526
1,0.035042830135066594,0.041099849096328245,0.036683356773984675,0.02706919018499297,0.035356296395178045,0.042574341759184814,0.04068090406022915,0.036107776645879254,0.04056279241130006,0.025513828549766346,0.034078841487572946,0.03171943599990201,0.03658622317087436,0.035212061094564394,0.022964531212676765,0.05097839576330652,0.039635632138845286,0.02931049151612598,0.03648478084001578,0.030581220994774776
2,0.027145976948898635,0.02607211298905922,0.02221868666625069,0.020068742925949783,0.022851424156092474,0.020317418954925674,0.01782784503481458,0.026032713304100483,0.02088950532832087,0.01495763534506946,0.02263928661966606,0.02839894013497441,0.01915367112593239,0.020054619792602604,0.019474308828543407,0.026255687870441292,0.019171291430648673,0.01866584684630736,0.015306353749119086,0.018333577921458656
3,0.04689649261178551,0.036696572750267026,0.04022275438562254,0.04222510045963471,0.034056925699867756,0.025164880345925195,0.022793100819487058,0.03332672966262534,0.026919570397605046,0.023953483282314218,0.03061840128095142,0.02429509985702038,0.03036081126149015,0.02200795578340191,0.0313993437640926,0.018734845352780097,0.03240151360664206,0.025080838489985,0.031363658096052564,0.01941835418185898
4,0.03306764282275915,0.03684962404329047,0.028063765383691743,0.025373610757050198,0.03015030469853693,0.033294761657814226,0.021497024005351577,0.030175001913949877,0.03104965215423944,0.027743873680365586,0.030557628609518033,0.022806582180240443,0.023442394332856383,0.028158515495738896,0.02696088262992159,0.01955816834649163,0.025974887165540216,0.02490776087583285,0.02366683329543858,0.019652334326943258
5,0.02394077408720861,0.019697092360811953,0.021329928981392545,0.02014575084023971,0.022393381214135644,0.014377493533022579,0.016542996138073997,0.016948581789168443,0.00974182312987529,0.023196173013741113,0.012907564535441281,0.023012210561572568,0.014887268890639497,0.01453351884966778,0.01994327264396037,0.010253820754179887,0.01950691887101508,0.012514905907404651,0.016467917889462887,0.011367895408959543
6,0.040142439864620766,0.040603279470842316,0.03314291867052643,0.03324356822632736,0.026211013786781773,0.024483333054666784,0.033315368305078016,0.02048247026670236,0.027579566512871852,0.025251115762403905,0.02434974444125347,0.028660723694749767,0.02929108633739683,0.019884677546589683,0.026107532125577496,0.02422857008098627,0.026049972587534317,0.019119691122661684,0.026096479447314122,0.02209322267167983
7,0.028010393646769063,0.036079309323371854,0.02838093869706836,0.022807675859362383,0.041969034008984954,0.035145300644827356,0.021148088744615462,0.020376215908551067,0.032184146156001986,0.024748096627117782,0.01878300747447734,0.021884204368933763,0.025146015440187377,0.02664964522738963,0.027900162334760607,0.02447550881036721,0.02237041043785818,0.021441139015510008,0.030900467578720028,0.023273971427016114
8,0.04249117653691173,0.030698717607128383,0.026783229441056735,0.027115927219974533,0.02950832346066867,0.023835117813107418,0.02230936445007082,0.021128154869529098,0.013357207528037894,0.025420721907782055,0.025135886096765703,0.02019335020383165,0.025688926924134724,0.019497003177482566,0.016984720462255423,0.03545079406071098,0.029601701358772246,0.02136201619180387,0.018908574689611938,0.023391383615046054
9,0.0544568701567686,0.04733116483254183,0.03344728087636204,0.02617000887943039,0.043269086710955695,0.043250643469484026,0.0350725869193764,0.038497666149856766,0.028938633869281746,0.027991799331776597,0.03767557518352111,0.04392027786145029,0.04074317948565572,0.03049955291343835,0.03218935201837858,0.03791742266393924,0.03257249250625362,0.02648051381300819,0.02873500101609671,0.024787754918707324
10,0.045965162499076256,0.03752845465232623,0.04872342425938868,0.02968550575525132,0.0370794491119505,0.04521103017109569,0.04084265568693651,0.024270156108592005,0.04284823178915735,0.03889110994385732,0.031596462097449166,0.03167391953820472,0.028555572000823235,0.03539750470655922,0.030596395128544628,0.03616828164943828,0.027123423715913753,0.03497470112769111,0.03281481557078157,0.03353536376841053
11,0.04944172879318239,0.03482826176377182,0.03943069944738132,0.0304871803402409,0.043040805916436345,0.037411040459565295,0.029479040860182264,0.018731895707759787,0.028176145737238558,0.028786490170127636,0.040313107316732086,0.035260486783232806,0.03685495165063015,0.0348082610787663,0.02185949417166504,0.03423041567126766,0.033109641602897394,0.03917548816989009,0.026042274368427137,0.021309756751911206
12,0.036931883598405525,0.030827022004678944,0.030475674117565386,0.03208095926595387,0.03326595728631838,0.03280100953723986,0.03205275983750477,0.03011967225024872,0.03741591795048375,0.037196365863445865,0.025463088827113192,0.02235379968807737,0.02084798261248997,0.029190795998341516,0.03418714874362141,0.031171010090446986,0.026253095718421195,0.03292583657400703,0.02708507500906814,0.03384713350807669
13,0.042196382998331894,0.03789690791891404,0.03478416898054356,0.02936860873528381,0.04956509704422345,0.035117492305854814,0.04006490966384242,0.039314566549331555,0.035367123360936434,0.027357382417428897,0.024832547731215415,0.04086257903803198,0.03460792857154148,0.04140854944845523,0.03527546679235833,0.024373109955332182,0.03444006888576555,0.03530721199496745,0.025855740637165708,0.03246039901251439
