,model_BODY,verb_participe_passe,PQP_score,verb_indicatif_present,score_paticules_matches,model_PHYSICAL_SENSATIONS,random,liwc_émopos,difluencies_score,passive_count_norm,textblob_polarity,model_DEATH,direct_discourse_score,score_generical_connector_matches,verb_indicatif_imparfait,verb_conditionel,ON_someone,degree_average,ON_generic,first_personal_pronoun_sing
0,0.027110202102611454,0.013289839747051398,0.010138214557121196,0.0,0.006721317550167443,0.015074452633969487,0.004930361332682271,0.0,0.00374096417427063,0.008993512339579563,0.015352482072543359,0.0,0.0,0.011029087461375946,0.0,0.004010159209370613,0.003866148004929224,0.010600552685714016,0.008548433696695916,0.0025817557913251216
1,0.00662195496633649,0.02160770977257441,0.017776201535481952,0.012961577734909947,0.005882465699377161,0.006102712387839956,0.021531925824315602,0.0027727052600433418,0.0,0.004113541960095367,0.00234021037692825,0.0,0.00457472314716627,0.00452575178289165,0.003578349553979934,0.003172899756891032,0.0,0.0021197991678491225,0.0,0.0033628665748983624
2,0.0018841750702510277,0.015384406208060681,0.0076640626710529165,0.004973735580686481,0.0029185158237814896,0.005983050451924403,0.006303666727617383,0.011392048000047604,0.007050177940477928,0.003231317638885229,0.0,0.007847525349973392,0.00655616271154334,0.0051307222933198,0.009146007214207198,0.0,0.0070746757909655586,0.0026575749081869915,0.014196042051228387,0.002273753466084599
3,0.013796306064818057,0.0201957464121903,0.013975566359547277,0.015232974605169147,0.008644604176593322,0.0036011503528182703,0.004651762942473094,0.004260787889361381,0.004628907456994057,0.0025610148597819114,0.00814653978869319,0.002376394694981477,0.008854967478662731,0.0,0.005441661556251347,0.0,0.022109504158142952,0.0028803667759833224,0.0018446396477520466,0.0
4,0.010785002495162187,0.012166240946700177,0.008016251805859307,0.002246859529986977,0.0037124770010511076,0.01960502415026228,0.014860270229944343,0.003922181816073134,0.0063516558952008695,0.009171145216561852,0.0,0.0,0.001565287784362833,0.0024932199823670077,0.0,0.0,0.003651244428629676,0.0028903572329630465,0.002299844645895063,0.007866612660077711
5,0.016595558810358253,0.009375871006709837,0.0,0.010369619089489183,0.0044273572103120384,0.005261651759346327,0.0,0.007886950766357283,0.005314587492185334,0.0053722978789980235,0.007833866906895614,0.0027108026039786653,0.01706766625400633,0.0,0.015688689675337323,0.0023756629088893533,0.0025473053616782023,0.007801198315185805,0.012963236613509559,0.0045357566860814895
6,0.016473938585879904,0.0066034775879234104,0.0032186065800487995,0.008433605655096469,0.003733994782591859,0.008568812252022329,0.006926336124073714,0.01844519366975874,0.008854807695063452,0.009377076009133208,0.001789284219654898,0.009116121254861356,0.008040561424413074,0.002561203445928792,0.0065116349508364995,0.008549006373311081,0.005405025507944327,0.001911951725836843,0.010276373965355258,0.0028594189267605557
7,0.035075954847813895,0.012822306427483757,0.0,0.0065608772734801,0.0034836331494152548,0.004678440832843383,0.016406844925756257,0.0,0.008654327011977634,0.007457032498593132,0.009204906252212822,0.011171504469433179,0.0,0.015440318759841228,0.002371698917044948,0.0,0.004773579461344829,0.008613606614526361,0.0028095605969429027,0.0
8,0.03293372970633209,0.011409444718311231,0.0013467585053294898,0.0035014319838955993,0.010197109424198665,0.004099425277983151,0.0037473154328763487,0.00534760792662079,0.0029685045932419593,0.007507975292392077,0.0,0.0,0.02009550435654819,0.0,0.011933458299376075,0.0,0.0,0.012885674670338628,0.0024186780918389558,0.0
9,0.024976599182933563,0.010291901402485865,0.009117730423808099,0.0,0.02038046078834062,0.006682731465126076,0.004681622836738826,0.016243722686854502,0.004786046795547007,0.010816153751686212,0.006457225403748452,0.0,0.010161566441723453,0.004130982771826287,0.0032407465769598884,0.0035409244174758607,0.002691843553135792,0.01071109921547274,0.003408413710072637,0.00809611287713051
