,model_PHYSICAL_SENSATIONS,model_BODY,verb_participe_passe,score_paticules_matches,model_DEATH,L1,PQP_score,verb_conditionel,ON_we,first_personal_pronoun_plur,difluencies_score,score_generical_connector_matches,second_personal_pronoun,LSC,ON_someone,verb_indicatif_future,L2,average_clustering,textblob_polarity,L3
22,0.14178327009166958,0.10099173640373632,0.2409723176961699,0.052753879123089195,0.009873491155428793,0.07579327861891226,0.020764099068578123,0.0,0.0,0.004938074675102885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.06015610463336942,0.14577672929248656,0.22130422470990765,0.0,0.0,0.07352923472049584,0.03945459806558151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.1887813354815814,0.07409760390404589,0.0037188540010598316,0.0,0.0,0.0,0.14406518749308686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05131832646964541,0.0,0.024972589936744435
25,0.15976480847435967,0.018992592885531526,0.1390467221764389,0.01210755290471208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027177569661775824,0.0
26,0.05495285721172015,0.1580677257921234,0.0,0.0,0.01930408254416953,0.0,0.0,0.0,0.0,0.005535859697159902,0.15032526169891333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064706173344706444
27,0.09505474636526706,0.08371559230738512,0.0,0.04142142305438765,0.0,0.025711457590115457,0.0,0.0,0.0,0.0,0.08684695833709384,0.0,0.0,0.0,0.06110726979972939,0.0,0.0,0.00602632627599177,0.0,0.0
28,0.05654247992779004,0.1501953273509399,0.029585963059651957,0.030924177920355345,0.0,0.017106852514540086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014265386645868234,0.0,0.0,0.0
29,0.11039067857504663,0.09066736956195005,0.13896025436725046,0.023237825561042404,0.037422176772595565,0.03475756843035751,0.0,0.0,0.0,0.0,0.0,0.0,0.019442799273072138,0.04349914837993512,0.0,0.0027765690056226204,0.027920829782585546,0.0,0.012071248608178736,0.0034274980698779426
30,0.09169823297229453,0.1321753033054935,0.10248560619361952,0.014275958243641236,0.07052002633887083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.15467431682157454,0.09543166454034341,0.06993049420463318,0.020853161074633118,0.03459012689905013,0.0,0.0,0.00012800155191196492,0.0,0.06063046820554718,0.0,0.0,0.0,0.0,0.0,0.0,0.023079637004173956,0.0,0.0,0.0
32,0.06600959946331802,0.17919390620189965,0.12448852422013171,0.0,0.0,0.058759545199401436,0.010513340461568684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.05532223572134464,0.1562311006246584,0.1264871816204254,0.0,0.0,0.08812488243547524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023488135970545235,0.0,0.0,0.0,0.0,0.0,0.0
34,0.16495891210816002,0.17072128219936358,0.01046888942144444,0.059948516956143484,0.0,0.0,0.047427932392442536,0.08052967622328211,0.0,0.0,0.0,0.02903534071327202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.10248205727969371,0.023904621857595672,0.0462049093865622,0.0,0.04744786866119734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05250651567411928,0.0,0.0,0.0,0.0,0.01284867676560707,0.0
36,0.06617363414372401,0.05696836880009166,0.07870818336273169,0.009762202927307864,0.0,0.012112310578590888,0.0,0.0,0.0,0.0,0.02026224003575213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007417806615533572
37,0.13019785999656197,0.06185629962041171,0.06729545566290758,0.0,0.0,0.0,0.0,0.0,0.02252968729320685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.023880523166916783,0.061266528431279846,0.10639198766573608,0.13161424160361823,0.0,0.0,0.0,0.006458945508378774,0.0,0.0,0.0,0.0,0.0,0.0,0.00597716709594805,0.048334387710490284,0.03313420469252098,0.014653852727788878,0.0,0.0
39,0.0,0.04998220676051317,0.22796067269174625,0.19025043068919378,0.1941266815975821,0.055314120354575835,0.0,0.02479632861671182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0686620198039656,0.22605100352858673,0.046586857036424116,0.02535820843181915,0.08025888482591399,0.0,0.0,0.0,0.0,0.052721362051114724,0.0,0.0,0.0,0.0,0.07688835121336866,0.0,0.0,0.0,0.0,0.0
41,0.10311218960950248,0.045650679567984985,0.18114946610794175,0.01675420729049912,0.0,0.033873990606532615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011177915235954612,0.0,0.0,0.0
42,0.13063317149403128,0.1289891097633365,0.05852087059334163,0.22018312049106098,0.07537457440658345,0.028797243930156046,0.055058672701338046,0.0,0.0,0.0,0.0,0.0,0.012765307461968365,0.0,0.0,0.0,0.0,0.0,0.06352142245261774,0.0
43,0.07785314255101103,0.13080178212880547,0.1255632416776142,0.0,0.0,0.11299072995110274,0.005452238051051262,0.010268166085529386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.12321565369289535,0.12697730118908762,0.004174476860349081,0.011161932141891278,0.0,0.04764034232418347,0.038025296268109986,0.0,0.0,0.0,0.0,0.0,0.0,0.04800429535756782,0.0,0.0,0.0,0.0,0.0,0.0
45,0.1868415200652027,0.1306191766968564,0.04330090331360179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.28234290857534616,0.1655925984265973,0.03201154488557248,0.0,0.0,0.025967979993336228,0.04053439097085939,0.0,0.0,0.0,0.0,0.0,0.0,0.005100563580523828,0.0,0.0,0.0,0.0,0.0,0.0
47,0.10693713845659564,0.0,0.10033728616897969,0.034840506213467376,0.07494475818116733,0.0,0.0,0.0,0.00456712339057448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005554083906204236,0.0013041752174996707,0.0,0.027035363561209204
48,0.13639100071405114,0.15431573712918756,0.21580057835033395,0.031158603121758683,0.038275970015534906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.10102355208044728,0.0377352310388042,0.1948059163328514,0.027034585523449374,0.0,0.06353896446881986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006980267094551498,0.0
50,0.17544094245343406,0.16555619950766287,0.057028376390157356,0.04219089524213561,0.0,0.011187035979845638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.15907880515619655,0.033194865762762295,0.07091859682397669,0.0,0.021570754486321012,0.04316486326724688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011352284830809137
52,0.0597396300592191,0.03724344769158303,0.14898674776115242,0.11218127811322585,0.050741095386818404,0.022662410517737878,0.0,0.0,0.0448265240520274,0.0,0.0,0.031137170181476943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.09384953622888272,0.1077877331503164,0.08611246420546256,0.0885018687223326,0.0,0.05868059423389605,0.09459897309466067,0.08905183020634672,0.06390773989936029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.11109653047427218,0.26902919571154754,0.057457564516931035,0.04026458760679149,0.0,0.0567007927288072,0.0,0.0,0.0,0.020944641978908923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.12597090534612326,0.12868204098994682,0.11100442111522064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023305710610343634,0.0,0.05953096883196271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.07372215943692866,0.22401810483264406,0.17586889830111863,0.0,0.011396456178244353,0.0,0.029870325919789515,0.0,0.10350024077485993,0.042015966486021676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.09557674920201212,0.05605974718127708,0.10486376243883663,0.024593743433107315,0.0,0.0,0.06165358434834427,0.018675046074142623,0.0,0.06809312616205081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.003788067778464769,0.08145138817214995,0.17116624655057724,0.0,0.1486994033191384,0.0,0.0,0.0,0.0,0.0,0.0,0.11267692612921741,0.0,0.0,0.03846555353992232,0.0,0.0,0.0,0.0,0.0
59,0.04679696198087505,0.21830379587186652,0.055153998638102414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019348384047772248,0.0,0.0
60,0.13142178610809654,0.09410423379316776,0.16682139146712227,0.06046342570746876,0.02426034136203865,0.03565352099314154,0.0,0.14973122666985675,0.0011950977131403033,0.031815838337720156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.09750307654056896,0.2628871811047578,0.04632062953881701,0.0,0.029542431761927987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08346568204696626,0.0,0.0,0.0,0.0,0.0
62,0.16039761475760242,0.15698322251023386,0.002138712384265324,0.09213839130900087,0.0,0.009006840925127213,0.013828229819441089,0.0,0.044278055250832594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005329148574239994,0.005484450578382859
63,0.10527723574039999,0.07534209453774336,0.16651913529333448,0.020139678211259344,0.0,0.06395067279639735,0.0021298304854935877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.17291208263153468,0.05982334480804973,0.1708802076073771,0.0,0.06547506539151002,0.04180868049068921,0.0,0.0,0.0,0.0,0.0,0.0,0.03095979804857702,0.0075549931412421745,0.0,0.0,0.0,0.0,0.0,0.01639828569962283
65,0.10795351983736325,0.04249796067298081,0.07947540042030207,0.01601304128168894,0.06056203130309574,0.021686983004105286,0.0,0.0,0.04687946181808647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.14252648658302067,0.1661747566235153,0.1331266446847122,0.0,0.0,0.05252511249948677,0.0,0.0,0.0,0.0,0.0,0.0,0.025548473445596725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.1437240164706662,0.20946468028668466,0.09264410672203108,0.013765242191796808,0.0,0.03430828117203793,0.0,0.0,0.0,0.003730669502081285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.05874994325469428,0.10029233394909479,0.14352516986711908,0.01208063355312663,0.0,0.0,0.0357673744970418,0.0,0.0,0.0,0.028440263164907352,0.0,0.0,0.0,0.0,0.0,0.020822411541970252,0.0,0.0,0.0
69,0.01171851006764609,0.0022464476863057956,0.2232566396954316,0.30287087964953596,0.0,0.0,0.009754406129554999,0.0026046399010765534,0.0,0.0,0.0,0.014697233234676674,0.0,0.0,0.0,0.0,0.0,0.0839680141081216,0.0,0.0
70,0.08066798660461023,0.1159142481187529,0.0,0.24793726204045352,0.0,0.02347489244701885,0.07718956464263302,0.002092958175484688,0.006715463449471938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034920515742373974,0.0,0.0
71,0.07693116244221058,0.08047580872147982,0.0681406928372278,0.04585112798587995,0.03858517801903667,0.0,0.0,0.1157853843326608,0.0,0.0,0.0073308131820287135,0.0,0.0,0.0,0.0,0.024301417762131315,0.0,0.0,0.0,0.01194421836589631
72,0.004125422074411443,0.12387899543195052,0.16379980117064072,0.19518237556923895,0.0,0.007075829093962262,0.05512215361009436,0.0,0.029234078979216874,0.020414127760596198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027868014737687384
73,0.12050951465895743,0.085374003789509,0.019115410563491052,0.033272460170419536,0.0945004011305261,0.0004653503408997627,0.0766633147621533,0.028940487883096888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009002391324523331,0.0,0.05124660613410455,0.010343812661913228
74,0.0642895074153832,0.08830835559888042,0.0819244152325582,0.14699293203599859,0.0,0.007165193185947726,0.0,0.017173401528243856,0.024349547074328782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016257483042767137
75,0.10400263516052494,0.10839733559883705,0.09737554291231972,0.0,0.05056747148050171,0.0,0.0,0.05817057075345064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10337881088133503,0.0,0.02137604287382845
76,0.24023343038622097,0.03923595959127635,0.03815677321775682,0.1256591631167829,0.05822696930599865,0.011035650528776747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06587285249727509,0.0,0.0,0.0,0.0,0.0,0.012988438374591493
77,0.20382382804128224,0.014873594667363448,0.09192782009943819,0.0,0.0,0.0,0.13454366297077802,0.0,0.0,0.0,0.014771161018585659,0.03580522109646288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.03703399527394139,0.16675365991032268,0.14615568395576367,0.12187456689906531,0.0,0.0,0.0493410340338917,0.0,0.006102067077663158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017248262921362275,0.0,0.0,0.0
79,0.0,0.17815927766074816,0.01683354274544526,0.015550444192073446,0.029101523422349205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09606058369572404,0.0,0.0,0.0,0.0
80,0.13047097885250888,0.17968697203053957,0.055743276532528786,0.0,0.028869062754642995,0.011126586275546833,0.015500380980631175,0.0,0.0,0.05470438251199328,0.0,0.0,0.0,0.0,0.0,0.0,0.008234865965583841,0.0,0.0,0.003806374620452806
81,0.11408894343674657,0.11472986019193303,0.0,0.05587180659241607,0.049641212233068485,0.012540872109578709,0.0,0.0,0.02481591756500357,0.0,0.0,0.0,0.0,0.003727599775967955,0.0,0.029112379904074108,0.0,0.0,0.0,0.005945839692464595
82,0.164492049086112,0.1466082018020215,0.11037872644097435,0.0,0.0,0.06578928515780509,0.03432469162088308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02188979109497536,0.0,0.0,0.0,0.0
83,0.07724549530275691,0.10851429185200587,0.15325150655618744,0.0,0.0,0.04030319998722594,0.029906773604071946,0.0,0.0,0.0,0.0,0.0,0.03060926858332329,0.0,0.0,0.0001842197478959464,0.0,0.0,0.0,0.0
84,0.07125045169577267,0.04905406472796612,0.0538690084709265,0.022274214377560345,0.006936882697350491,0.04595596526886063,0.10945972155779415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01060066413717108,0.0,0.0,0.0
85,0.05585360283378001,0.17116290928066788,0.030256410287331347,0.005613673228327006,0.0,0.0,0.0,0.0,0.0,0.02892366714362704,0.0,0.0,0.00377442963724667,0.0,0.0,0.0,0.01632538387132843,0.0,0.0,0.008795439706263593
86,0.07920521141494928,0.18089590442340153,0.01860863975228106,0.0,0.11857634817859444,0.0,0.0,0.08349423511398352,0.0,0.0,0.0,0.004772633719794186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.13307394860686014,0.024236185731285425,0.15062189623521977,0.0,0.0,0.0,0.0,0.0,0.051940004263504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.17841627130588997,0.0,0.13553770530510376,0.0,0.12121142248916154,0.010271942534153634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037602482598611403
89,0.15465841236092234,0.031042660173007428,0.2086905690102376,0.0,0.04755174002478771,0.025869066208777543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04771512574526966,0.0,0.0,0.006615212187364629
90,0.174910445694474,0.0874587812273137,0.03825003019874729,0.0,0.07292261985724666,0.016323186277956578,0.0,0.0,0.0,0.0,0.0,0.007654503151523218,0.0,0.0,0.12348066566860057,0.0,0.0,0.0,0.0,0.0
91,0.1069406561399715,0.16719214784394593,0.10341629169848136,0.0,0.0,0.08105550673674872,0.08244914283543578,0.0,0.02041350760448569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.17507868235027407,0.15598272539069546,0.11562753636850318,0.003093579143042354,0.0,0.0,0.0,0.0,0.005280263661218649,0.0,0.0,0.0,0.05226703533874975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.11039469431208983,0.1897389668561422,0.07262218310235061,0.0,0.026649129935966735,0.08775895050152224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06147655712818552,0.0,0.0,0.0,0.0,0.0,0.0
94,0.10909089990663771,0.11743819518907585,0.0492107879155329,0.07109167603143038,0.0,0.0,0.0,0.0,0.0,0.09993476630316761,0.0,0.017311775291238108,0.0,0.0,0.0,0.012535508603191348,0.0,0.0,0.03285561210321039,0.0
95,0.0507010404517426,0.09490002191755403,0.06483947648820487,0.03428062401044362,0.0,0.0,0.04097437605497232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.04503725768602577,0.11865989670441814,0.10994486199089179,0.0,0.0,0.0,0.0,0.009634358596756097,0.04442860321453849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006505915103654522
97,0.11719215160467882,0.15695355688748444,0.013820751726491753,0.03291167568981543,0.015044026771215005,0.0,0.0,0.0,0.019958318941817745,0.0,0.0,0.004423671097892644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.1403360442497162,0.05699736476031059,0.05379170658058433,0.04295360839025695,0.0,0.044075345840522105,0.1471975143086725,0.0,0.003805901440658324,0.008320480802022068,0.0,0.0074116041817995325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.19687597377434315,0.20630219615088455,0.013786130779670561,0.017804391449723445,0.014079079625328197,0.0,0.0721080704607569,0.0,0.12396106907399901,0.0,0.0,0.03470344963122122,0.0,0.0,0.0,0.0,0.0,0.0,0.0035122410411296133,0.0
