,verb_indicatif_present,verb_participe_passe,liwc_émonég,verb_indicatif_imparfait,score_paticules_matches,feel_positive,direct_discourse_score,average_clustering,model_PHYSICAL_SENSATIONS,L1,PQP_score,score_onomatopes_matches,ON_we,second_personal_pronoun,difluencies_score,model_BODY,textblob_subjectivity,PE,first_personal_pronoun_plur,textblob_polarity
0,2.4187354780675445,1.540926721862312,0.7844953001381093,1.2114876060334592,0.6719426101352673,0.691628597776782,0.3845697607324657,0.0442946595122072,0.10457511883159233,0.27376864546409047,0.00202884260449426,0.09812466744717807,0.5913068570200829,0.398847581051184,0.0,0.264155903732653,0.524965082762208,0.08552739892403906,0.0116314191261076,0.5489987185023278
1,1.9009954003842695,1.19009030667677,0.1781682662944838,0.9281060620974714,0.35119525753218983,0.21506994144612385,0.5140941005434708,0.0,0.7490592533459638,0.03981535400219762,0.29119433496260766,0.04237858244380651,0.14574761349261978,0.04732814150237527,0.06502649611492292,0.23272691149015856,0.0013533976068753194,0.0,0.20935355166641342,0.03218725687668443
2,0.921131421677745,0.8935295444275381,0.8317723547616084,0.14556432351437998,0.41472316148508503,0.7379990981712237,0.5553983133507773,0.49461022482997496,0.16506239910130469,0.11510163539659767,0.2038905153554011,0.31071566709564535,0.03203438879026065,0.05121312660632623,0.16669496329807681,0.3870661733177928,0.0,0.0,0.1303055594645928,0.1614586119240449
3,1.0323567587441056,1.0187972606865128,0.699677166779924,0.49768328999321426,0.3890548142282436,0.5754053087802371,0.20068453315262086,0.17086743733094217,0.24198511064875292,0.35370507243776844,0.3202042867379962,0.26653310692020626,0.35345711404925184,0.0,0.3493098856112844,0.18798792849519225,0.0,0.0,0.012677372870160143,0.08150565316001296
4,2.29288317574821,1.746463661796487,0.4340140426124126,0.8094114829951387,0.421539225003448,0.6350561131179783,0.5248339916569058,0.0,0.3082205096060036,0.3574583486173986,0.34017987240775455,0.14019495102172846,0.0,0.16284276130393155,0.3345032504883497,0.019703055726055255,0.11172414510672851,0.0,0.33618906471353255,0.06930000393374465
5,1.5209804384542627,1.2668678895890575,0.9006893394914207,0.5157751492001403,0.3799384803657967,0.9040678190884661,0.6903289422039253,0.28206236428988707,0.33980739621193573,0.43170073363916084,0.20483380139612808,0.2833105035197789,0.2487269453206435,0.40861776747914474,0.04885484751222366,0.046511167749989764,0.0,0.0,0.12807616017372472,0.1904593104529369
6,0.9906019910264549,0.6901355855138972,0.38772570823123964,0.05995543860322774,0.556156103751513,0.4419981118974927,0.49066366645298154,0.04864149408103342,0.33606732762313934,0.41903457302643193,0.8534727851601094,0.7982807675205917,0.29404444850565103,0.17261837676509956,0.3414196438284539,0.19793608371411198,0.2568734928220969,0.7608380646216066,0.2646778788367534,0.0
7,1.756041221083707,1.442695199753822,0.6180016959295133,0.47832655160487086,0.5707589495422083,0.2459104579996594,0.23972828486162978,0.0,0.6998348690032423,0.30320852151122984,0.2545988193385099,0.0,0.15489437618712695,0.41164988013352094,0.4444899630594301,0.344195155521294,0.10986126943179174,0.08905936664894637,0.1909068774810994,0.03358696128115865
8,1.0812761422865766,1.0235114126599412,0.48601168221812235,0.4350575504663311,0.4388172965690732,0.0,0.2421881151725848,0.7991230492768746,0.3230954396738858,0.20415320161873346,0.1565827138038868,0.15185005809976007,0.23956342457939173,0.08240883766562414,0.1343411942640507,0.35874509937929455,0.0,0.31574702975169555,0.17541956614436743,0.0
9,1.3156956397786668,0.9531616702794317,0.7096256962734205,0.521986154164071,0.4107824004508428,1.3040887573393425,0.19063611140036862,0.13905093525377973,0.26771829722232016,0.20010203674093566,0.3240322862254882,0.16489025127716855,0.26180721033638504,0.14634506625124916,0.15090929080379195,0.23663536132844395,0.27530769834227503,0.2143140132668437,0.14767455928322243,0.0
10,0.7843939335067253,1.124624832155671,0.5271001660424702,0.0,0.46133903547617644,0.30141528009692153,0.5893942557512678,0.4820394849067932,0.3466502698333069,0.3426566301003415,0.07261805981942696,0.2610199159625284,0.11219596078738482,0.37973259730600983,0.23239845107449889,0.07354845724233765,0.0,0.0,0.18431881149969445,0.0
11,1.8051373967717832,1.3912947199803871,0.6346688075955476,0.7618449425860464,0.4520585170398565,0.1330868853556277,0.37443582435697004,0.5324505067527532,0.43266107071784216,0.6636393842603587,0.40938030133245207,0.11842339184215638,0.03653645647720052,0.06395133242979155,0.21523208848625744,0.23675556417539542,0.0177118437173545,0.5510452831682853,0.3315160199414838,0.47748999941655595
12,2.1768467366530535,2.2738850594930655,0.819277416899247,1.035319501934645,1.0185124414655886,0.9440258384323169,0.6748724939398881,0.7023890236975093,0.18594129052406655,0.4595209984211944,0.26146911283217017,0.05628258268800538,0.726174332999419,0.6346377322310205,0.11934788434590213,0.3285289855569404,0.0,0.008315598952761485,0.458230438118075,0.116373568018398
13,0.8954226216635587,1.2817109756550231,1.2475613238530796,0.4059155049550217,0.1783446601756681,0.6886740365979026,0.4085017307757611,0.4139885034769106,0.2638305471545426,0.1981237348678259,0.00010271456266046849,0.4339247559670338,0.827135469439484,0.35378450066340045,0.07918354169785631,0.11903821926493592,0.300873346500543,0.4273755356716065,0.0,0.43228907421690377
