,average_shrotest_path_g0,model_PHYSICAL_SENSATIONS,second_personal_pronoun,model_DEATH,first_personal_pronoun_sing,average_clustering,textblob_polarity,model_BODY,difluencies_score,ON_someone,score_parenthetique_matches,passive_count_norm,transitivity,score_onomatopes_matches,L2,ON_generic,PQP_score,feel_positive,textblob_subjectivity,verb_indicatif_present
0,0.025743015372686605,0.023431545262889205,0.03135994684792382,0.022506793682486412,0.02312928356480897,0.022782746797269264,0.018645326640686494,0.021380687493989328,0.02444019546885202,0.021159485663176495,0.024479257077499046,0.020370774853789877,0.02066858825073398,0.020129526396117554,0.0213839343019066,0.02214143121492099,0.01991668333518407,0.01940586565887129,0.01841381021117562,0.019078999808848276
1,0.026226450584067147,0.03369036261241236,0.03579459377289462,0.025587076683844683,0.021187198989521996,0.02662527583167164,0.029692516457653386,0.02603609725795537,0.021743435074726945,0.02258713364145238,0.02840304370077461,0.021571932288074174,0.02311023905789259,0.019290908654569675,0.019742376907640573,0.025795037565808834,0.023310739925985962,0.02361130371129502,0.02131799572837005,0.016831636254098708
2,0.02749928742318039,0.03141721523963331,0.021779008416989765,0.025735487960813673,0.02699442200177454,0.023766684429669727,0.029166958403950085,0.026721578975681573,0.016427805363204546,0.024804326068644293,0.02340219388485246,0.028123544869092916,0.021371108116614194,0.018803175441302694,0.02391532685669377,0.019963630170562015,0.02701565858411443,0.020566630709526666,0.0274218377027503,0.018697673063969716
3,0.038837383584215054,0.03946656289034136,0.031674145421854025,0.03650067087577445,0.03631382533086572,0.033459340731168595,0.03103245086334359,0.03297419194600519,0.025783385289385896,0.02613748594814877,0.039425458569494434,0.02457935442721706,0.02710998769937696,0.031881412329937034,0.022238514016648513,0.02826842767899383,0.03285672843841905,0.025259971288027646,0.03353959580793307,0.02205362493188157
4,0.040598037416261334,0.02773215544267814,0.03950314846068712,0.03287773933956656,0.029129475143791907,0.03410389033888501,0.028353016619760054,0.025933439108566173,0.03697552008461386,0.032743060729906286,0.028445091920674268,0.03356603333322705,0.03346044133730536,0.0350601987852009,0.025177832235545844,0.021219087760885914,0.023620215164902363,0.029941913909503955,0.025073419538799827,0.024184187718248137
5,0.030573251584655677,0.033293633548352464,0.023062894933312796,0.03187123146965213,0.03358041215519931,0.022004516977245467,0.02009800965596859,0.027564499221105463,0.027479464138533596,0.030039441230927815,0.023184035483009197,0.027811825737382112,0.022463276873396675,0.027924189732092788,0.02440636355373655,0.019257826653148805,0.029306732779626275,0.025687853806818595,0.025511814549578578,0.03552036572807482
6,0.03986796082678322,0.04364986072763913,0.037808523299549306,0.03286626069032027,0.03720331374838048,0.03774371995874329,0.028470608850219622,0.029261318700973857,0.02985527627615267,0.03321102507104987,0.03188345319347686,0.04425949002790467,0.029217334306199005,0.02689305052057899,0.0331969521246662,0.028878487440821367,0.029611273007178772,0.024818010054200812,0.031207140747829182,0.032768885402131465
7,0.033896617871072746,0.033177422668835846,0.025215238359086276,0.03218968631263144,0.030470693196364477,0.0302781062119883,0.028820607927125083,0.030473624029304442,0.030545671563175746,0.021417128548146723,0.027974674211574506,0.04144088513069198,0.03131225437789767,0.02568239559377305,0.02326268262978304,0.021684016244047897,0.024523395670204902,0.02808597916940777,0.02668205608834825,0.024270372813295443
8,0.032070105105054765,0.042494982403482505,0.030298001642163355,0.04407948423585494,0.036408124064934363,0.029203748017949963,0.030504701053432552,0.04401720439250471,0.03072286195896676,0.04356298422592895,0.02803931176599462,0.03206582396294543,0.02103628653172501,0.025894764518969073,0.033384465201395874,0.03075598993484438,0.03384446330859668,0.031169542952958516,0.024146166579254006,0.030445898834139756
9,0.017942345698042563,0.018726137695097265,0.013881787869259395,0.01653126529309694,0.015326843090464939,0.01623126687345276,0.013295047352484353,0.016524751881364295,0.013330224713447953,0.010774252872195442,0.011731429209449687,0.013992515035268995,0.012250999117505233,0.01064921315242481,0.009667523740066927,0.013358264746268143,0.014082053178613453,0.010539671130774496,0.011850654152357532,0.013584423694776122
10,0.02613749461530823,0.019615404000598944,0.020029385601401377,0.020756149740408694,0.020672192595979796,0.018468636848836095,0.01749518495552478,0.020696374167125806,0.02124387746157284,0.019553298781144597,0.0234768782676617,0.01509539829712589,0.014868249976925383,0.01777957151170907,0.023785219047608035,0.024986578989804116,0.014642969886089157,0.01869496858952771,0.013154671102116539,0.01367822136812892
11,0.025409261724686334,0.0224097260323198,0.015040760201492323,0.020927181207442632,0.015512175160676725,0.018034583589947202,0.019073722484449135,0.018584237664270982,0.01621261091384979,0.017074505993787223,0.014260793849109485,0.02078149487361638,0.009990969126638528,0.012810285604448777,0.014262938536606044,0.01623992228009633,0.013511654345401901,0.013463446645942916,0.014632219818930427,0.011516561966999518
12,0.02016533117163738,0.027937077405516826,0.017635452860260033,0.01628639401351636,0.019021127450299515,0.02343744910471376,0.02194817684494252,0.017799882214966537,0.013217339188274899,0.020013923152073787,0.01883047645624796,0.018646578618991477,0.020854220928327255,0.01604643216432916,0.016475697556633948,0.017871678764014767,0.015939218923910235,0.014349492772484228,0.01719382340700206,0.018043575964905145
13,0.02766095282655566,0.02378268067171732,0.025889253908203874,0.02826714464904221,0.024827382535455165,0.02498372587178257,0.030119865220824733,0.02599897753705193,0.024240090359014276,0.020966710721114286,0.024409055991449203,0.027525964646300406,0.027094975585026174,0.02566949501930699,0.023462443515704846,0.02235132665234762,0.025765152228554206,0.024121203046335835,0.020006191322970483,0.023829234213938833
14,0.04558173312796091,0.040601614905707205,0.037342230875790014,0.029284774627039035,0.03185463840761727,0.02808579741269929,0.03476410257873382,0.03223163733301668,0.033035962554403844,0.04102504113215661,0.02882509690670317,0.02671201725688525,0.028227515983472777,0.033391745016620455,0.024599840747194443,0.025289389183294587,0.029138910713861103,0.022855177449615995,0.023549287994948483,0.0255050940546062
