,model_DEATH,model_PHYSICAL_SENSATIONS,model_BODY,first_personal_pronoun_sing,ON_someone,liwc_émopos,feel_positive,difluencies_score,textblob_polarity,L2,second_personal_pronoun,L3,passive_count_norm,average_shrotest_path_g0,score_parenthetique_matches,textblob_subjectivity,labMT,degree_average,score_onomatopes_matches,transitivity
0,0.01657354955561459,0.01602461272245273,0.023369041648693377,0.016574855742510407,0.0069513840824365625,0.004648202249625077,0.006146730257198213,0.009421659452840684,0.008186436389262478,0.004485515825760859,0.012586986862123013,0.003578923416634399,0.01835611545185869,0.0,0.0037589804933716876,0.0,0.0,0.002372555989694471,0.009659217295392106,0.0
1,0.007808083675801753,0.02080860754537085,0.016965577466102937,0.00639330456033349,0.02541354675125331,0.0,0.015536356739699837,0.005455829681207738,0.006448895798996091,0.008741890568907063,0.012897180466912683,0.01917628703825176,0.011828941607226926,0.00843350378361841,0.0,0.007252115423170227,0.012809329617768529,0.003776697222453854,0.005275519617833197,0.0
2,0.025533360109974937,0.02553895308279123,0.014063126212606828,0.030610967135677746,0.031031842074201753,0.0026736322343349447,0.003092237972964843,0.0,0.019279245954627787,0.007965922083240004,0.0029071982637979108,0.007353884623075526,0.0,0.004767666668165476,0.005174884092062714,0.0,0.0,0.0,0.00394189078360796,0.007543832972024875
3,0.02002083003047543,0.03671311970117191,0.020446960939560086,0.0069272600924596165,0.012891705773460374,0.013535480408851679,0.02328153603477404,0.010404272655646005,0.005567286087355267,0.008257879788211237,0.0,0.004177344463455178,0.00530985122298201,0.004624243592843413,0.004886360174665848,0.008878151838978133,0.0,0.010394261167850345,0.006746681302785873,0.005084613077342513
4,0.015414153383889549,0.03879434327408672,0.014332750017444298,0.007478050202286491,0.037212098403833806,0.013060133419775714,0.008871230692913136,0.012859152699355034,0.0,0.01846186625616004,0.0,0.0028519808615868293,0.009746626228559761,0.005756263120099904,0.006781884273358933,0.0026381535829665763,0.01241349527053535,0.010569189680119355,0.0,0.005013497527999182
5,0.032092956425932545,0.024306245720324422,0.0,0.00836240663100034,0.0027601791444855444,0.02758088023463884,0.0035477604909489543,0.0048056579592327285,0.0,0.0,0.0,0.00852313534418742,0.0039694210365414625,0.005652290006323408,0.014488101737573748,0.0010754360367233556,0.004840114057064056,0.0052386759643753365,0.004713358708967765,0.0
6,0.014045750868196287,0.028150048761473343,0.013465688516385849,0.0,0.009886238797412565,0.015326348456709334,0.017683352603887523,0.01368797251582146,0.014447219884954395,0.004553210365896423,0.0061475936059529595,0.0023932019174098974,0.002237806395317117,0.008274075454100966,0.012462512036164601,0.0,0.00912334847217426,0.004104266965761779,0.008161803188423316,0.005667676659611364
7,0.007084457077085971,0.018641584114947662,0.02112340506538748,0.014677027682152888,0.0023739097482369594,0.008960347507148981,0.010337427202301724,0.003641703101495902,0.018822744923022883,0.006773940502045055,0.004845275804400445,0.018452698336603745,0.0044763266742229475,0.0,0.0,0.01899766263862451,0.0030862626302987344,0.011193769318672516,0.007281498843183119,0.020316943723397946
8,0.020465031886162856,0.034440372173984844,0.0,0.009775502276917293,0.004611267236061394,0.006627858214080332,0.014300921710828944,0.011294339227490128,0.0,0.0,0.0033643983248621235,0.002101898423861712,0.008731505482768022,0.01303149588002513,0.0,0.004926012232899666,0.00850321179255843,0.012093276576449473,0.015791709605914857,0.0
9,0.01412482599044839,0.025763467270880937,0.0189157260581851,0.011007442224770785,0.003788906256357828,0.0020927609658489632,0.004951995732107512,0.0,0.0029663291991067426,0.002715349790329736,0.009436148856145642,0.005117303983618815,0.003598081715404985,0.004656557927529018,0.011920403764272726,0.005294082462787629,0.005050015918910502,0.0,0.0063777845570196735,0.0042019968082507445
